hilbert_order,q_node,t,scale,gt,found,tp,fp,fn,precision,recall,jaccard
2,clab-nebula-serf136,60,0.0,149,0,0,0,149,0,0.0,0.0
2,clab-nebula-serf146,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf146,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf146,15,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf146,20,0.0,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf146,25,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf146,30,0.0,16,0,0,0,16,0,0.0,0.0
2,clab-nebula-serf146,35,0.0,44,0,0,0,44,0,0.0,0.0
2,clab-nebula-serf146,40,0.0,58,0,0,0,58,0,0.0,0.0
2,clab-nebula-serf146,45,0.0,78,0,0,0,78,0,0.0,0.0
2,clab-nebula-serf146,50,0.0,114,0,0,0,114,0,0.0,0.0
2,clab-nebula-serf146,55,0.0,137,0,0,0,137,0,0.0,0.0
2,clab-nebula-serf146,60,0.0,146,0,0,0,146,0,0.0,0.0
2,clab-nebula-serf12,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf12,10,0.0,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf12,15,0.0,19,0,0,0,19,0,0.0,0.0
2,clab-nebula-serf12,20,0.0,38,0,0,0,38,0,0.0,0.0
2,clab-nebula-serf12,25,0.0,71,0,0,0,71,0,0.0,0.0
2,clab-nebula-serf12,30,0.0,88,0,0,0,88,0,0.0,0.0
2,clab-nebula-serf12,35,0.0,102,0,0,0,102,0,0.0,0.0
2,clab-nebula-serf12,40,0.0,119,0,0,0,119,0,0.0,0.0
2,clab-nebula-serf12,45,0.0,121,0,0,0,121,0,0.0,0.0
2,clab-nebula-serf12,50,0.0,127,0,0,0,127,0,0.0,0.0
2,clab-nebula-serf12,55,0.0,153,0,0,0,153,0,0.0,0.0
2,clab-nebula-serf12,60,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf19,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf19,10,0.0,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf19,15,0.0,23,0,0,0,23,0,0.0,0.0
2,clab-nebula-serf19,20,0.0,44,0,0,0,44,0,0.0,0.0
2,clab-nebula-serf19,25,0.0,73,0,0,0,73,0,0.0,0.0
2,clab-nebula-serf19,30,0.0,90,0,0,0,90,0,0.0,0.0
2,clab-nebula-serf19,35,0.0,105,0,0,0,105,0,0.0,0.0
2,clab-nebula-serf19,40,0.0,120,0,0,0,120,0,0.0,0.0
2,clab-nebula-serf19,45,0.0,123,0,0,0,123,0,0.0,0.0
2,clab-nebula-serf19,50,0.0,142,0,0,0,142,0,0.0,0.0
2,clab-nebula-serf19,55,0.0,153,0,0,0,153,0,0.0,0.0
2,clab-nebula-serf19,60,0.0,157,0,0,0,157,0,0.0,0.0
2,clab-nebula-serf80,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf80,10,0.0,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf80,15,0.0,32,0,0,0,32,0,0.0,0.0
2,clab-nebula-serf80,20,0.0,55,0,0,0,55,0,0.0,0.0
2,clab-nebula-serf80,25,0.0,84,0,0,0,84,0,0.0,0.0
2,clab-nebula-serf80,30,0.0,110,0,0,0,110,0,0.0,0.0
2,clab-nebula-serf80,35,0.0,120,0,0,0,120,0,0.0,0.0
2,clab-nebula-serf80,40,0.0,127,0,0,0,127,0,0.0,0.0
2,clab-nebula-serf80,45,0.0,152,0,0,0,152,0,0.0,0.0
2,clab-nebula-serf80,50,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf80,55,0.0,156,0,0,0,156,0,0.0,0.0
2,clab-nebula-serf80,60,0.0,159,0,0,0,159,0,0.0,0.0
2,clab-nebula-serf111,5,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf111,10,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf111,15,0.0,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf111,20,0.0,47,0,0,0,47,0,0.0,0.0
2,clab-nebula-serf111,25,0.0,73,0,0,0,73,0,0.0,0.0
2,clab-nebula-serf111,30,0.0,111,0,0,0,111,0,0.0,0.0
2,clab-nebula-serf111,35,0.0,145,0,0,0,145,0,0.0,0.0
2,clab-nebula-serf111,40,0.0,150,0,0,0,150,0,0.0,0.0
2,clab-nebula-serf111,45,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf111,50,0.0,158,0,0,0,158,0,0.0,0.0
2,clab-nebula-serf111,55,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf111,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf109,5,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf109,10,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf109,15,0.0,26,0,0,0,26,0,0.0,0.0
2,clab-nebula-serf109,20,0.0,58,0,0,0,58,0,0.0,0.0
2,clab-nebula-serf109,25,0.0,87,0,0,0,87,0,0.0,0.0
2,clab-nebula-serf109,30,0.0,130,0,0,0,130,0,0.0,0.0
2,clab-nebula-serf109,35,0.0,145,0,0,0,145,0,0.0,0.0
2,clab-nebula-serf109,40,0.0,153,0,0,0,153,0,0.0,0.0
2,clab-nebula-serf109,45,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf109,50,0.0,159,0,0,0,159,0,0.0,0.0
2,clab-nebula-serf109,55,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf109,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf147,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf147,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf147,15,0.0,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf147,20,0.0,12,0,0,0,12,0,0.0,0.0
2,clab-nebula-serf147,25,0.0,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf147,30,0.0,27,0,0,0,27,0,0.0,0.0
2,clab-nebula-serf147,35,0.0,48,0,0,0,48,0,0.0,0.0
2,clab-nebula-serf147,40,0.0,59,0,0,0,59,0,0.0,0.0
2,clab-nebula-serf147,45,0.0,87,0,0,0,87,0,0.0,0.0
2,clab-nebula-serf147,50,0.0,120,0,0,0,120,0,0.0,0.0
2,clab-nebula-serf147,55,0.0,141,0,0,0,141,0,0.0,0.0
2,clab-nebula-serf147,60,0.0,152,0,0,0,152,0,0.0,0.0
2,clab-nebula-serf4,5,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf4,10,0.0,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf4,15,0.0,9,0,0,0,9,0,0.0,0.0
2,clab-nebula-serf4,20,0.0,16,0,0,0,16,0,0.0,0.0
2,clab-nebula-serf4,25,0.0,23,0,0,0,23,0,0.0,0.0
2,clab-nebula-serf4,30,0.0,47,0,0,0,47,0,0.0,0.0
2,clab-nebula-serf4,35,0.0,82,0,0,0,82,0,0.0,0.0
2,clab-nebula-serf4,40,0.0,92,0,0,0,92,0,0.0,0.0
2,clab-nebula-serf4,45,0.0,109,0,0,0,109,0,0.0,0.0
2,clab-nebula-serf4,50,0.0,120,0,0,0,120,0,0.0,0.0
2,clab-nebula-serf4,55,0.0,123,0,0,0,123,0,0.0,0.0
2,clab-nebula-serf4,60,0.0,141,0,0,0,141,0,0.0,0.0
2,clab-nebula-serf100,5,0.0,6,0,0,0,6,0,0.0,0.0
2,clab-nebula-serf100,10,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf100,15,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf100,20,0.0,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf100,25,0.0,25,0,0,0,25,0,0.0,0.0
2,clab-nebula-serf100,30,0.0,59,0,0,0,59,0,0.0,0.0
2,clab-nebula-serf100,35,0.0,89,0,0,0,89,0,0.0,0.0
2,clab-nebula-serf100,40,0.0,137,0,0,0,137,0,0.0,0.0
2,clab-nebula-serf100,45,0.0,150,0,0,0,150,0,0.0,0.0
2,clab-nebula-serf100,50,0.0,159,0,0,0,159,0,0.0,0.0
2,clab-nebula-serf100,55,0.0,160,0,0,0,160,0,0.0,0.0
2,clab-nebula-serf100,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf75,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf75,10,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf75,15,0.0,26,0,0,0,26,0,0.0,0.0
2,clab-nebula-serf75,20,0.0,41,0,0,0,41,0,0.0,0.0
2,clab-nebula-serf75,25,0.0,76,0,0,0,76,0,0.0,0.0
2,clab-nebula-serf75,30,0.0,100,0,0,0,100,0,0.0,0.0
2,clab-nebula-serf75,35,0.0,115,0,0,0,115,0,0.0,0.0
2,clab-nebula-serf75,40,0.0,122,0,0,0,122,0,0.0,0.0
2,clab-nebula-serf75,45,0.0,135,0,0,0,135,0,0.0,0.0
2,clab-nebula-serf75,50,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf75,55,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf75,60,0.0,158,0,0,0,158,0,0.0,0.0
2,clab-nebula-serf89,5,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf89,10,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf89,15,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf89,20,0.0,18,0,0,0,18,0,0.0,0.0
2,clab-nebula-serf89,25,0.0,41,0,0,0,41,0,0.0,0.0
2,clab-nebula-serf89,30,0.0,71,0,0,0,71,0,0.0,0.0
2,clab-nebula-serf89,35,0.0,97,0,0,0,97,0,0.0,0.0
2,clab-nebula-serf89,40,0.0,119,0,0,0,119,0,0.0,0.0
2,clab-nebula-serf89,45,0.0,127,0,0,0,127,0,0.0,0.0
2,clab-nebula-serf89,50,0.0,137,0,0,0,137,0,0.0,0.0
2,clab-nebula-serf89,55,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf89,60,0.0,158,0,0,0,158,0,0.0,0.0
2,clab-nebula-serf101,5,0.0,4,0,0,0,4,0,0.0,0.0
2,clab-nebula-serf101,10,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf101,15,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf101,20,0.0,10,0,0,0,10,0,0.0,0.0
2,clab-nebula-serf101,25,0.0,22,0,0,0,22,0,0.0,0.0
2,clab-nebula-serf101,30,0.0,47,0,0,0,47,0,0.0,0.0
2,clab-nebula-serf101,35,0.0,79,0,0,0,79,0,0.0,0.0
2,clab-nebula-serf101,40,0.0,131,0,0,0,131,0,0.0,0.0
2,clab-nebula-serf101,45,0.0,148,0,0,0,148,0,0.0,0.0
2,clab-nebula-serf101,50,0.0,157,0,0,0,157,0,0.0,0.0
2,clab-nebula-serf101,55,0.0,160,0,0,0,160,0,0.0,0.0
2,clab-nebula-serf101,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf105,5,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf105,10,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf105,15,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf105,20,0.0,25,0,0,0,25,0,0.0,0.0
2,clab-nebula-serf105,25,0.0,54,0,0,0,54,0,0.0,0.0
2,clab-nebula-serf105,30,0.0,86,0,0,0,86,0,0.0,0.0
2,clab-nebula-serf105,35,0.0,123,0,0,0,123,0,0.0,0.0
2,clab-nebula-serf105,40,0.0,145,0,0,0,145,0,0.0,0.0
2,clab-nebula-serf105,45,0.0,153,0,0,0,153,0,0.0,0.0
2,clab-nebula-serf105,50,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf105,55,0.0,160,0,0,0,160,0,0.0,0.0
2,clab-nebula-serf105,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf65,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf65,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf65,15,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf65,20,0.0,23,0,0,0,23,0,0.0,0.0
2,clab-nebula-serf65,25,0.0,62,0,0,0,62,0,0.0,0.0
2,clab-nebula-serf65,30,0.0,95,0,0,0,95,0,0.0,0.0
2,clab-nebula-serf65,35,0.0,115,0,0,0,115,0,0.0,0.0
2,clab-nebula-serf65,40,0.0,122,0,0,0,122,0,0.0,0.0
2,clab-nebula-serf65,45,0.0,126,0,0,0,126,0,0.0,0.0
2,clab-nebula-serf65,50,0.0,152,0,0,0,152,0,0.0,0.0
2,clab-nebula-serf65,55,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf65,60,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf68,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf68,10,0.0,5,0,0,0,5,0,0.0,0.0
2,clab-nebula-serf68,15,0.0,27,0,0,0,27,0,0.0,0.0
2,clab-nebula-serf68,20,0.0,42,0,0,0,42,0,0.0,0.0
2,clab-nebula-serf68,25,0.0,79,0,0,0,79,0,0.0,0.0
2,clab-nebula-serf68,30,0.0,103,0,0,0,103,0,0.0,0.0
2,clab-nebula-serf68,35,0.0,116,0,0,0,116,0,0.0,0.0
2,clab-nebula-serf68,40,0.0,122,0,0,0,122,0,0.0,0.0
2,clab-nebula-serf68,45,0.0,135,0,0,0,135,0,0.0,0.0
2,clab-nebula-serf68,50,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf68,55,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf68,60,0.0,158,0,0,0,158,0,0.0,0.0
2,clab-nebula-serf94,5,0.0,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf94,10,0.0,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf94,15,0.0,36,0,0,0,36,0,0.0,0.0
2,clab-nebula-serf94,20,0.0,57,0,0,0,57,0,0.0,0.0
2,clab-nebula-serf94,25,0.0,81,0,0,0,81,0,0.0,0.0
2,clab-nebula-serf94,30,0.0,105,0,0,0,105,0,0.0,0.0
2,clab-nebula-serf94,35,0.0,119,0,0,0,119,0,0.0,0.0
2,clab-nebula-serf94,40,0.0,129,0,0,0,129,0,0.0,0.0
2,clab-nebula-serf94,45,0.0,145,0,0,0,145,0,0.0,0.0
2,clab-nebula-serf94,50,0.0,154,0,0,0,154,0,0.0,0.0
2,clab-nebula-serf94,55,0.0,157,0,0,0,157,0,0.0,0.0
2,clab-nebula-serf94,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf103,5,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf103,10,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf103,15,0.0,8,0,0,0,8,0,0.0,0.0
2,clab-nebula-serf103,20,0.0,16,0,0,0,16,0,0.0,0.0
2,clab-nebula-serf103,25,0.0,27,0,0,0,27,0,0.0,0.0
2,clab-nebula-serf103,30,0.0,63,0,0,0,63,0,0.0,0.0
2,clab-nebula-serf103,35,0.0,102,0,0,0,102,0,0.0,0.0
2,clab-nebula-serf103,40,0.0,140,0,0,0,140,0,0.0,0.0
2,clab-nebula-serf103,45,0.0,150,0,0,0,150,0,0.0,0.0
2,clab-nebula-serf103,50,0.0,159,0,0,0,159,0,0.0,0.0
2,clab-nebula-serf103,55,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf103,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf117,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf117,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf117,15,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf117,20,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf117,25,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf117,30,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf117,35,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf117,40,0.0,3,0,0,0,3,0,0.0,0.0
2,clab-nebula-serf117,45,0.0,10,0,0,0,10,0,0.0,0.0
2,clab-nebula-serf117,50,0.0,21,0,0,0,21,0,0.0,0.0
2,clab-nebula-serf117,55,0.0,45,0,0,0,45,0,0.0,0.0
2,clab-nebula-serf117,60,0.0,68,0,0,0,68,0,0.0,0.0
2,clab-nebula-serf127,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf127,10,0.0,4,0,0,0,4,0,0.0,0.0
2,clab-nebula-serf127,15,0.0,13,0,0,0,13,0,0.0,0.0
2,clab-nebula-serf127,20,0.0,46,0,0,0,46,0,0.0,0.0
2,clab-nebula-serf127,25,0.0,60,0,0,0,60,0,0.0,0.0
2,clab-nebula-serf127,30,0.0,92,0,0,0,92,0,0.0,0.0
2,clab-nebula-serf127,35,0.0,122,0,0,0,122,0,0.0,0.0
2,clab-nebula-serf127,40,0.0,138,0,0,0,138,0,0.0,0.0
2,clab-nebula-serf127,45,0.0,146,0,0,0,146,0,0.0,0.0
2,clab-nebula-serf127,50,0.0,156,0,0,0,156,0,0.0,0.0
2,clab-nebula-serf127,55,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf127,60,0.0,161,0,0,0,161,0,0.0,0.0
2,clab-nebula-serf129,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf129,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf129,15,0.0,2,0,0,0,2,0,0.0,0.0
2,clab-nebula-serf129,20,0.0,7,0,0,0,7,0,0.0,0.0
2,clab-nebula-serf129,25,0.0,17,0,0,0,17,0,0.0,0.0
2,clab-nebula-serf129,30,0.0,42,0,0,0,42,0,0.0,0.0
2,clab-nebula-serf129,35,0.0,71,0,0,0,71,0,0.0,0.0
2,clab-nebula-serf129,40,0.0,123,0,0,0,123,0,0.0,0.0
2,clab-nebula-serf129,45,0.0,142,0,0,0,142,0,0.0,0.0
2,clab-nebula-serf129,50,0.0,149,0,0,0,149,0,0.0,0.0
2,clab-nebula-serf129,55,0.0,155,0,0,0,155,0,0.0,0.0
2,clab-nebula-serf129,60,0.0,158,0,0,0,158,0,0.0,0.0
2,clab-nebula-serf155,5,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf155,10,0.0,0,0,0,0,0,0.0,0.0,0.0
2,clab-nebula-serf155,15,0.0,1,0,0,0,1,0,0.0,0.0
2,clab-nebula-serf155,20,0.0,11,0,0,0,11,0,0.0,0.0
2,clab-nebula-serf155,25,0.0,14,0,0,0,14,0,0.0,0.0
2,clab-nebula-serf155,30,0.0,24,0,0,0,24,0,0.0,0.0
2,clab-nebula-serf155,35,0.0,43,0,0,0,43,0,0.0,0.0
