From,To,RTT_actual_A_to_B,RTT_predicted
clab-nebula-serf130,clab-nebula-serf1,57.066,67.065
clab-nebula-serf130,clab-nebula-serf10,52.224,62.336
clab-nebula-serf130,clab-nebula-serf100,39.1,48.906
clab-nebula-serf130,clab-nebula-serf101,40.619,50.313
clab-nebula-serf130,clab-nebula-serf102,40.938,50.391
clab-nebula-serf130,clab-nebula-serf103,38.44,48.017
clab-nebula-serf130,clab-nebula-serf104,34.043,44.952
clab-nebula-serf130,clab-nebula-serf105,35.322,46.92
clab-nebula-serf130,clab-nebula-serf106,39.191,50.009
clab-nebula-serf130,clab-nebula-serf107,37.02,48.234
clab-nebula-serf130,clab-nebula-serf108,35.054,46.823
clab-nebula-serf130,clab-nebula-serf109,29.101,40.35
clab-nebula-serf130,clab-nebula-serf11,50.611,60.275
clab-nebula-serf130,clab-nebula-serf110,41.445,52.414
clab-nebula-serf130,clab-nebula-serf111,31.537,42.893
clab-nebula-serf130,clab-nebula-serf112,48.298,57.954
clab-nebula-serf130,clab-nebula-serf113,39.409,48.723
clab-nebula-serf130,clab-nebula-serf114,39.556,48.665
clab-nebula-serf130,clab-nebula-serf115,63.982,73.728
clab-nebula-serf130,clab-nebula-serf116,65.76,75.086
clab-nebula-serf130,clab-nebula-serf117,64.976,74.737
clab-nebula-serf130,clab-nebula-serf118,69.826,79.447
clab-nebula-serf130,clab-nebula-serf119,68.812,78.789
clab-nebula-serf130,clab-nebula-serf12,52.324,61.999
clab-nebula-serf130,clab-nebula-serf120,70.183,79.864
clab-nebula-serf130,clab-nebula-serf121,29.113,39.115
clab-nebula-serf130,clab-nebula-serf122,31.315,41.151
clab-nebula-serf130,clab-nebula-serf123,30.022,40.268
clab-nebula-serf130,clab-nebula-serf124,26.488,36.26
clab-nebula-serf130,clab-nebula-serf125,17.194,26.86
clab-nebula-serf130,clab-nebula-serf126,16.504,26.241
clab-nebula-serf130,clab-nebula-serf127,17.207,27.093
clab-nebula-serf130,clab-nebula-serf128,36.44,47.161
clab-nebula-serf130,clab-nebula-serf129,39.78,50.261
clab-nebula-serf130,clab-nebula-serf13,50.646,60.839
clab-nebula-serf130,clab-nebula-serf131,17.916,27.23
clab-nebula-serf130,clab-nebula-serf132,15.549,25.602
clab-nebula-serf130,clab-nebula-serf133,18.389,28.375
clab-nebula-serf130,clab-nebula-serf134,16.711,26.431
clab-nebula-serf130,clab-nebula-serf135,19.386,29.43
clab-nebula-serf130,clab-nebula-serf136,17.342,27.314
clab-nebula-serf130,clab-nebula-serf137,18.61,28.059
clab-nebula-serf130,clab-nebula-serf138,19.544,29.586
clab-nebula-serf130,clab-nebula-serf139,17.435,26.8
clab-nebula-serf130,clab-nebula-serf14,53.104,63.155
clab-nebula-serf130,clab-nebula-serf140,20.074,29.501
clab-nebula-serf130,clab-nebula-serf141,19.193,28.867
clab-nebula-serf130,clab-nebula-serf142,34.084,43.81
clab-nebula-serf130,clab-nebula-serf143,33.752,43.721
clab-nebula-serf130,clab-nebula-serf144,25.189,35.089
clab-nebula-serf130,clab-nebula-serf145,33.286,43.049
clab-nebula-serf130,clab-nebula-serf146,32.514,42.222
clab-nebula-serf130,clab-nebula-serf147,31.504,41.217
clab-nebula-serf130,clab-nebula-serf148,34.7,44.553
clab-nebula-serf130,clab-nebula-serf149,31.85,41.195
clab-nebula-serf130,clab-nebula-serf15,48.972,59.092
clab-nebula-serf130,clab-nebula-serf150,32.727,42.279
clab-nebula-serf130,clab-nebula-serf151,32.418,42.306
clab-nebula-serf130,clab-nebula-serf152,27.181,36.882
clab-nebula-serf130,clab-nebula-serf153,32.126,41.769
clab-nebula-serf130,clab-nebula-serf154,32.975,42.696
clab-nebula-serf130,clab-nebula-serf155,32.274,41.768
clab-nebula-serf130,clab-nebula-serf156,30.363,40.28
clab-nebula-serf130,clab-nebula-serf157,27.043,36.912
clab-nebula-serf130,clab-nebula-serf158,27.023,36.934
clab-nebula-serf130,clab-nebula-serf159,27.116,36.951
clab-nebula-serf130,clab-nebula-serf16,48.065,58.041
clab-nebula-serf130,clab-nebula-serf160,25.241,35.275
clab-nebula-serf130,clab-nebula-serf161,25.756,35.756
clab-nebula-serf130,clab-nebula-serf162,36.148,46.191
clab-nebula-serf130,clab-nebula-serf17,49.193,59.26
clab-nebula-serf130,clab-nebula-serf18,51.403,60.546
clab-nebula-serf130,clab-nebula-serf19,51.019,60.933
clab-nebula-serf130,clab-nebula-serf2,64.051,73.902
clab-nebula-serf130,clab-nebula-serf20,57.726,67.154
clab-nebula-serf130,clab-nebula-serf21,56.825,66.913
clab-nebula-serf130,clab-nebula-serf22,58.869,68.815
clab-nebula-serf130,clab-nebula-serf23,64.132,73.985
clab-nebula-serf130,clab-nebula-serf24,62.725,72.602
clab-nebula-serf130,clab-nebula-serf25,57.964,67.912
clab-nebula-serf130,clab-nebula-serf26,51.442,60.835
clab-nebula-serf130,clab-nebula-serf27,64.204,73.946
clab-nebula-serf130,clab-nebula-serf28,69.983,79.418
clab-nebula-serf130,clab-nebula-serf29,63.661,73.132
clab-nebula-serf130,clab-nebula-serf3,61.282,71.067
clab-nebula-serf130,clab-nebula-serf30,52.78,62.479
clab-nebula-serf130,clab-nebula-serf31,52.781,62.531
clab-nebula-serf130,clab-nebula-serf32,51.514,61.15
clab-nebula-serf130,clab-nebula-serf33,46.785,57.519
clab-nebula-serf130,clab-nebula-serf34,49.46,59.621
clab-nebula-serf130,clab-nebula-serf35,55.058,65.336
clab-nebula-serf130,clab-nebula-serf36,50.724,61.575
clab-nebula-serf130,clab-nebula-serf37,49.914,60.504
clab-nebula-serf130,clab-nebula-serf38,51.127,62.12
clab-nebula-serf130,clab-nebula-serf39,46.165,56.264
clab-nebula-serf130,clab-nebula-serf4,61.318,71.232
clab-nebula-serf130,clab-nebula-serf40,52.608,63.789
clab-nebula-serf130,clab-nebula-serf41,57.745,68.598
clab-nebula-serf130,clab-nebula-serf42,57.781,68.069
clab-nebula-serf130,clab-nebula-serf43,53.991,64.247
clab-nebula-serf130,clab-nebula-serf44,49,59.465
clab-nebula-serf130,clab-nebula-serf45,51.105,61.018
clab-nebula-serf130,clab-nebula-serf46,53.526,64.409
clab-nebula-serf130,clab-nebula-serf47,49.111,58.957
clab-nebula-serf130,clab-nebula-serf48,51.095,61.048
clab-nebula-serf130,clab-nebula-serf49,47.435,57.195
clab-nebula-serf130,clab-nebula-serf5,60.646,70.192
clab-nebula-serf130,clab-nebula-serf50,49.993,60.041
clab-nebula-serf130,clab-nebula-serf51,48.031,58.611
clab-nebula-serf130,clab-nebula-serf52,46.197,56.642
clab-nebula-serf130,clab-nebula-serf53,47.22,57.459
clab-nebula-serf130,clab-nebula-serf54,47.622,58.361
clab-nebula-serf130,clab-nebula-serf55,47.878,58.281
clab-nebula-serf130,clab-nebula-serf56,43.261,53.981
clab-nebula-serf130,clab-nebula-serf57,45.406,56.067
clab-nebula-serf130,clab-nebula-serf58,43.215,54.149
clab-nebula-serf130,clab-nebula-serf59,41.897,53.538
clab-nebula-serf130,clab-nebula-serf6,53.72,63.667
clab-nebula-serf130,clab-nebula-serf60,45.519,56.243
clab-nebula-serf130,clab-nebula-serf61,44.062,54.585
clab-nebula-serf130,clab-nebula-serf62,50.269,60.973
clab-nebula-serf130,clab-nebula-serf63,51.863,62.98
clab-nebula-serf130,clab-nebula-serf64,51.584,61.719
clab-nebula-serf130,clab-nebula-serf65,48.127,57.892
clab-nebula-serf130,clab-nebula-serf66,44.819,55.055
clab-nebula-serf130,clab-nebula-serf67,45.496,55.539
clab-nebula-serf130,clab-nebula-serf68,45.179,55.228
clab-nebula-serf130,clab-nebula-serf69,41.963,51.881
clab-nebula-serf130,clab-nebula-serf7,53.578,63.562
clab-nebula-serf130,clab-nebula-serf70,42.414,52.656
clab-nebula-serf130,clab-nebula-serf71,43.132,52.92
clab-nebula-serf130,clab-nebula-serf72,41.885,52.293
clab-nebula-serf130,clab-nebula-serf73,41.067,50.879
clab-nebula-serf130,clab-nebula-serf74,43.404,53.52
clab-nebula-serf130,clab-nebula-serf75,45.069,55.5
clab-nebula-serf130,clab-nebula-serf76,41.261,51.351
clab-nebula-serf130,clab-nebula-serf77,41.867,51.604
clab-nebula-serf130,clab-nebula-serf78,43.891,54.021
clab-nebula-serf130,clab-nebula-serf79,40.399,50.425
clab-nebula-serf130,clab-nebula-serf8,56.813,66.313
clab-nebula-serf130,clab-nebula-serf80,41.667,51.629
clab-nebula-serf130,clab-nebula-serf81,41.18,51.498
clab-nebula-serf130,clab-nebula-serf82,59.906,70.236
clab-nebula-serf130,clab-nebula-serf83,46.568,56.2
clab-nebula-serf130,clab-nebula-serf84,51.413,61.176
clab-nebula-serf130,clab-nebula-serf85,45.465,55.454
clab-nebula-serf130,clab-nebula-serf86,44.172,53.606
clab-nebula-serf130,clab-nebula-serf87,44.691,54.149
clab-nebula-serf130,clab-nebula-serf88,46.545,56.074
clab-nebula-serf130,clab-nebula-serf89,46.744,56.153
clab-nebula-serf130,clab-nebula-serf9,53.331,62.954
clab-nebula-serf130,clab-nebula-serf90,43.913,53.447
clab-nebula-serf130,clab-nebula-serf91,41.504,51.372
clab-nebula-serf130,clab-nebula-serf92,43.376,53.47
clab-nebula-serf130,clab-nebula-serf93,42.515,52.577
clab-nebula-serf130,clab-nebula-serf94,41.501,51.379
clab-nebula-serf130,clab-nebula-serf95,42.403,52.492
clab-nebula-serf130,clab-nebula-serf96,41.376,51.149
clab-nebula-serf130,clab-nebula-serf97,41.271,51.057
clab-nebula-serf130,clab-nebula-serf98,41.465,50.975
clab-nebula-serf130,clab-nebula-serf99,39.545,49.088
clab-nebula-serf161,clab-nebula-serf1,53.085,63.382
clab-nebula-serf161,clab-nebula-serf10,49.84,60.249
clab-nebula-serf161,clab-nebula-serf100,36.507,46.611
clab-nebula-serf161,clab-nebula-serf101,37.948,47.94
clab-nebula-serf161,clab-nebula-serf102,38.07,47.82
clab-nebula-serf161,clab-nebula-serf103,35.388,45.262
clab-nebula-serf161,clab-nebula-serf104,34.719,45.925
clab-nebula-serf161,clab-nebula-serf105,36.065,47.96
clab-nebula-serf161,clab-nebula-serf106,39.641,50.756
clab-nebula-serf161,clab-nebula-serf107,37.171,48.682
clab-nebula-serf161,clab-nebula-serf108,36.1,48.167
clab-nebula-serf161,clab-nebula-serf109,29.49,41.036
clab-nebula-serf161,clab-nebula-serf11,48.459,58.421
clab-nebula-serf161,clab-nebula-serf110,42.142,53.409
clab-nebula-serf161,clab-nebula-serf111,32.169,43.823
clab-nebula-serf161,clab-nebula-serf112,48.978,58.932
clab-nebula-serf161,clab-nebula-serf113,39.75,49.362
clab-nebula-serf161,clab-nebula-serf114,39.532,48.938
clab-nebula-serf161,clab-nebula-serf115,63.743,73.788
clab-nebula-serf161,clab-nebula-serf116,64.448,74.072
clab-nebula-serf161,clab-nebula-serf117,67.492,77.55
clab-nebula-serf161,clab-nebula-serf118,71.878,81.796
clab-nebula-serf161,clab-nebula-serf119,70.988,81.263
clab-nebula-serf161,clab-nebula-serf12,50.461,60.433
clab-nebula-serf161,clab-nebula-serf120,72.66,82.638
clab-nebula-serf161,clab-nebula-serf121,31.579,41.879
clab-nebula-serf161,clab-nebula-serf122,34.254,44.388
clab-nebula-serf161,clab-nebula-serf123,31.991,42.534
clab-nebula-serf161,clab-nebula-serf124,30.131,40.201
clab-nebula-serf161,clab-nebula-serf125,17.895,27.859
clab-nebula-serf161,clab-nebula-serf126,17.363,27.398
clab-nebula-serf161,clab-nebula-serf127,17.079,27.263
clab-nebula-serf161,clab-nebula-serf128,37.222,48.24
clab-nebula-serf161,clab-nebula-serf129,39.771,50.549
clab-nebula-serf161,clab-nebula-serf13,48.832,59.323
clab-nebula-serf161,clab-nebula-serf130,25.756,35.756
clab-nebula-serf161,clab-nebula-serf131,24.379,33.991
clab-nebula-serf161,clab-nebula-serf132,22.395,32.746
clab-nebula-serf161,clab-nebula-serf133,24.686,34.97
clab-nebula-serf161,clab-nebula-serf134,22.238,32.255
clab-nebula-serf161,clab-nebula-serf135,25.307,35.648
clab-nebula-serf161,clab-nebula-serf136,24.079,34.348
clab-nebula-serf161,clab-nebula-serf137,22.825,32.571
clab-nebula-serf161,clab-nebula-serf138,26.137,36.477
clab-nebula-serf161,clab-nebula-serf139,23.028,32.69
clab-nebula-serf161,clab-nebula-serf14,51.038,61.387
clab-nebula-serf161,clab-nebula-serf140,26.218,35.943
clab-nebula-serf161,clab-nebula-serf141,25.867,35.838
clab-nebula-serf161,clab-nebula-serf142,26.67,36.694
clab-nebula-serf161,clab-nebula-serf143,27.887,38.154
clab-nebula-serf161,clab-nebula-serf144,18.493,28.691
clab-nebula-serf161,clab-nebula-serf145,26.385,36.445
clab-nebula-serf161,clab-nebula-serf146,25.484,35.49
clab-nebula-serf161,clab-nebula-serf147,24.27,34.28
clab-nebula-serf161,clab-nebula-serf148,27.826,37.977
clab-nebula-serf161,clab-nebula-serf149,23.224,32.867
clab-nebula-serf161,clab-nebula-serf15,47.266,57.685
clab-nebula-serf161,clab-nebula-serf150,23.088,32.938
clab-nebula-serf161,clab-nebula-serf151,25.505,35.69
clab-nebula-serf161,clab-nebula-serf152,19.929,29.928
clab-nebula-serf161,clab-nebula-serf153,25.985,35.925
clab-nebula-serf161,clab-nebula-serf154,26.209,36.227
clab-nebula-serf161,clab-nebula-serf155,24.826,34.617
clab-nebula-serf161,clab-nebula-serf156,23.002,33.217
clab-nebula-serf161,clab-nebula-serf157,3.239,13.406
clab-nebula-serf161,clab-nebula-serf158,4.384,14.592
clab-nebula-serf161,clab-nebula-serf159,3.369,13.501
clab-nebula-serf161,clab-nebula-serf16,46.431,56.705
clab-nebula-serf161,clab-nebula-serf160,2.155,12.487
clab-nebula-serf161,clab-nebula-serf162,13.185,23.525
clab-nebula-serf161,clab-nebula-serf17,47.455,57.82
clab-nebula-serf161,clab-nebula-serf18,49.592,59.033
clab-nebula-serf161,clab-nebula-serf19,49.389,59.6
clab-nebula-serf161,clab-nebula-serf2,60.911,71.059
clab-nebula-serf161,clab-nebula-serf20,56.496,66.222
clab-nebula-serf161,clab-nebula-serf21,55.406,65.792
clab-nebula-serf161,clab-nebula-serf22,57.569,67.812
clab-nebula-serf161,clab-nebula-serf23,62.851,73.001
clab-nebula-serf161,clab-nebula-serf24,61.433,71.608
clab-nebula-serf161,clab-nebula-serf25,56.616,66.862
clab-nebula-serf161,clab-nebula-serf26,50.26,59.951
clab-nebula-serf161,clab-nebula-serf27,62.034,72.074
clab-nebula-serf161,clab-nebula-serf28,67.792,77.526
clab-nebula-serf161,clab-nebula-serf29,62.254,72.023
clab-nebula-serf161,clab-nebula-serf3,57.036,67.118
clab-nebula-serf161,clab-nebula-serf30,51.449,61.445
clab-nebula-serf161,clab-nebula-serf31,51.428,61.476
clab-nebula-serf161,clab-nebula-serf32,50.011,59.944
clab-nebula-serf161,clab-nebula-serf33,46.43,57.463
clab-nebula-serf161,clab-nebula-serf34,48.699,59.157
clab-nebula-serf161,clab-nebula-serf35,54.569,65.145
clab-nebula-serf161,clab-nebula-serf36,50.515,61.664
clab-nebula-serf161,clab-nebula-serf37,49.447,60.335
clab-nebula-serf161,clab-nebula-serf38,50.656,61.947
clab-nebula-serf161,clab-nebula-serf39,46.031,56.428
clab-nebula-serf161,clab-nebula-serf4,58.341,68.552
clab-nebula-serf161,clab-nebula-serf40,52.25,63.729
clab-nebula-serf161,clab-nebula-serf41,57.169,68.32
clab-nebula-serf161,clab-nebula-serf42,57.137,67.723
clab-nebula-serf161,clab-nebula-serf43,51.678,62.232
clab-nebula-serf161,clab-nebula-serf44,46.957,57.72
clab-nebula-serf161,clab-nebula-serf45,48.696,58.906
clab-nebula-serf161,clab-nebula-serf46,51.506,62.686
clab-nebula-serf161,clab-nebula-serf47,46.549,56.693
clab-nebula-serf161,clab-nebula-serf48,49.014,59.265
clab-nebula-serf161,clab-nebula-serf49,45.146,55.203
clab-nebula-serf161,clab-nebula-serf5,56.622,66.466
clab-nebula-serf161,clab-nebula-serf50,47.721,58.067
clab-nebula-serf161,clab-nebula-serf51,47.152,58.03
clab-nebula-serf161,clab-nebula-serf52,45.091,55.834
clab-nebula-serf161,clab-nebula-serf53,46.022,56.559
clab-nebula-serf161,clab-nebula-serf54,46.808,57.844
clab-nebula-serf161,clab-nebula-serf55,47.081,57.782
clab-nebula-serf161,clab-nebula-serf56,42.442,53.459
clab-nebula-serf161,clab-nebula-serf57,44.915,55.873
clab-nebula-serf161,clab-nebula-serf58,42.888,54.12
clab-nebula-serf161,clab-nebula-serf59,41.348,53.286
clab-nebula-serf161,clab-nebula-serf6,51.056,61.3
clab-nebula-serf161,clab-nebula-serf60,44.792,55.813
clab-nebula-serf161,clab-nebula-serf61,43.643,54.463
clab-nebula-serf161,clab-nebula-serf62,49.735,60.737
clab-nebula-serf161,clab-nebula-serf63,51.562,62.977
clab-nebula-serf161,clab-nebula-serf64,51.519,61.952
clab-nebula-serf161,clab-nebula-serf65,48.168,58.23
clab-nebula-serf161,clab-nebula-serf66,45.876,56.41
clab-nebula-serf161,clab-nebula-serf67,46.698,57.038
clab-nebula-serf161,clab-nebula-serf68,46.323,56.67
clab-nebula-serf161,clab-nebula-serf69,43.827,54.043
clab-nebula-serf161,clab-nebula-serf7,51.112,61.394
clab-nebula-serf161,clab-nebula-serf70,43.867,54.406
clab-nebula-serf161,clab-nebula-serf71,44.914,55.001
clab-nebula-serf161,clab-nebula-serf72,43.48,54.186
clab-nebula-serf161,clab-nebula-serf73,42.629,52.738
clab-nebula-serf161,clab-nebula-serf74,45.142,55.555
clab-nebula-serf161,clab-nebula-serf75,46.597,57.326
clab-nebula-serf161,clab-nebula-serf76,42.952,53.339
clab-nebula-serf161,clab-nebula-serf77,43.345,53.38
clab-nebula-serf161,clab-nebula-serf78,45.333,55.76
clab-nebula-serf161,clab-nebula-serf79,41.857,52.18
clab-nebula-serf161,clab-nebula-serf8,54.262,64.06
clab-nebula-serf161,clab-nebula-serf80,42.959,53.22
clab-nebula-serf161,clab-nebula-serf81,42.102,52.717
clab-nebula-serf161,clab-nebula-serf82,59.339,69.967
clab-nebula-serf161,clab-nebula-serf83,49.601,59.53
clab-nebula-serf161,clab-nebula-serf84,54.325,64.385
clab-nebula-serf161,clab-nebula-serf85,48.491,58.777
clab-nebula-serf161,clab-nebula-serf86,47.984,57.716
clab-nebula-serf161,clab-nebula-serf87,48.308,58.063
clab-nebula-serf161,clab-nebula-serf88,50.449,60.276
clab-nebula-serf161,clab-nebula-serf89,50.87,60.577
clab-nebula-serf161,clab-nebula-serf9,51.19,61.111
clab-nebula-serf161,clab-nebula-serf90,46.171,56.003
clab-nebula-serf161,clab-nebula-serf91,44.024,54.19
clab-nebula-serf161,clab-nebula-serf92,45.554,55.946
clab-nebula-serf161,clab-nebula-serf93,44.693,55.053
clab-nebula-serf161,clab-nebula-serf94,44.081,54.256
clab-nebula-serf161,clab-nebula-serf95,44.711,55.098
clab-nebula-serf161,clab-nebula-serf96,38.676,48.747
clab-nebula-serf161,clab-nebula-serf97,37.274,47.358
clab-nebula-serf161,clab-nebula-serf98,36.408,46.216
clab-nebula-serf161,clab-nebula-serf99,36.828,46.669
clab-nebula-serf32,clab-nebula-serf1,21.224,31.157
clab-nebula-serf32,clab-nebula-serf10,19.293,29.338
clab-nebula-serf32,clab-nebula-serf100,35.664,45.404
clab-nebula-serf32,clab-nebula-serf101,37.06,46.688
clab-nebula-serf32,clab-nebula-serf102,37.572,46.958
clab-nebula-serf32,clab-nebula-serf103,34.811,44.32
clab-nebula-serf32,clab-nebula-serf104,30.503,41.345
clab-nebula-serf32,clab-nebula-serf105,30.722,42.253
clab-nebula-serf32,clab-nebula-serf106,35.211,45.963
clab-nebula-serf32,clab-nebula-serf107,33.064,44.211
clab-nebula-serf32,clab-nebula-serf108,33.092,44.794
clab-nebula-serf32,clab-nebula-serf109,25.18,36.361
clab-nebula-serf32,clab-nebula-serf11,17.775,27.373
clab-nebula-serf32,clab-nebula-serf110,38.214,49.116
clab-nebula-serf32,clab-nebula-serf111,27.475,38.764
clab-nebula-serf32,clab-nebula-serf112,42.942,52.532
clab-nebula-serf32,clab-nebula-serf113,32.434,41.681
clab-nebula-serf32,clab-nebula-serf114,33.069,42.111
clab-nebula-serf32,clab-nebula-serf115,59.049,68.729
clab-nebula-serf32,clab-nebula-serf116,60.083,69.342
clab-nebula-serf32,clab-nebula-serf117,64.496,74.19
clab-nebula-serf32,clab-nebula-serf118,62.482,72.036
clab-nebula-serf32,clab-nebula-serf119,61.614,71.525
clab-nebula-serf32,clab-nebula-serf12,19.988,29.596
clab-nebula-serf32,clab-nebula-serf120,62.431,72.045
clab-nebula-serf32,clab-nebula-serf121,34.338,44.274
clab-nebula-serf32,clab-nebula-serf122,35.639,45.409
clab-nebula-serf32,clab-nebula-serf123,32.93,43.109
clab-nebula-serf32,clab-nebula-serf124,34.988,44.694
clab-nebula-serf32,clab-nebula-serf125,35.44,45.039
clab-nebula-serf32,clab-nebula-serf126,34.117,43.788
clab-nebula-serf32,clab-nebula-serf127,34.083,43.903
clab-nebula-serf32,clab-nebula-serf128,32.407,43.06
clab-nebula-serf32,clab-nebula-serf129,38.976,49.39
clab-nebula-serf32,clab-nebula-serf13,19.076,29.203
clab-nebula-serf32,clab-nebula-serf130,51.514,61.15
clab-nebula-serf32,clab-nebula-serf131,50.008,59.256
clab-nebula-serf32,clab-nebula-serf132,47.997,57.983
clab-nebula-serf32,clab-nebula-serf133,50.596,60.515
clab-nebula-serf32,clab-nebula-serf134,49.398,59.051
clab-nebula-serf32,clab-nebula-serf135,50.767,60.744
clab-nebula-serf32,clab-nebula-serf136,49.997,59.902
clab-nebula-serf32,clab-nebula-serf137,51.15,60.531
clab-nebula-serf32,clab-nebula-serf138,50.852,60.827
clab-nebula-serf32,clab-nebula-serf139,50.222,59.521
clab-nebula-serf32,clab-nebula-serf14,20.061,30.045
clab-nebula-serf32,clab-nebula-serf140,52.246,61.606
clab-nebula-serf32,clab-nebula-serf141,50.666,60.273
clab-nebula-serf32,clab-nebula-serf142,52.635,62.294
clab-nebula-serf32,clab-nebula-serf143,51.248,61.15
clab-nebula-serf32,clab-nebula-serf144,42.155,51.988
clab-nebula-serf32,clab-nebula-serf145,50.848,60.544
clab-nebula-serf32,clab-nebula-serf146,49.541,59.182
clab-nebula-serf32,clab-nebula-serf147,48.235,57.881
clab-nebula-serf32,clab-nebula-serf148,50.994,60.781
clab-nebula-serf32,clab-nebula-serf149,47.795,57.073
clab-nebula-serf32,clab-nebula-serf15,16.99,27.044
clab-nebula-serf32,clab-nebula-serf150,48.071,57.556
clab-nebula-serf32,clab-nebula-serf151,49.196,59.017
clab-nebula-serf32,clab-nebula-serf152,42.868,52.503
clab-nebula-serf32,clab-nebula-serf153,49.313,58.889
clab-nebula-serf32,clab-nebula-serf154,49.268,58.922
clab-nebula-serf32,clab-nebula-serf155,48.589,58.016
clab-nebula-serf32,clab-nebula-serf156,47.042,56.892
clab-nebula-serf32,clab-nebula-serf157,51.087,60.889
clab-nebula-serf32,clab-nebula-serf158,51.611,61.455
clab-nebula-serf32,clab-nebula-serf159,51.262,61.03
clab-nebula-serf32,clab-nebula-serf16,16.145,26.054
clab-nebula-serf32,clab-nebula-serf160,49.874,59.841
clab-nebula-serf32,clab-nebula-serf161,50.011,59.944
clab-nebula-serf32,clab-nebula-serf162,60.249,70.224
clab-nebula-serf32,clab-nebula-serf17,17.128,27.128
clab-nebula-serf32,clab-nebula-serf18,16.814,25.889
clab-nebula-serf32,clab-nebula-serf19,18.295,28.141
clab-nebula-serf32,clab-nebula-serf2,29.491,39.275
clab-nebula-serf32,clab-nebula-serf20,0.948,10.309
clab-nebula-serf32,clab-nebula-serf21,4.631,14.652
clab-nebula-serf32,clab-nebula-serf22,6.501,16.38
clab-nebula-serf32,clab-nebula-serf23,11.16,20.946
clab-nebula-serf32,clab-nebula-serf24,6.502,16.313
clab-nebula-serf32,clab-nebula-serf25,5.062,14.943
clab-nebula-serf32,clab-nebula-serf26,3.944,3.944
clab-nebula-serf32,clab-nebula-serf27,5.587,15.262
clab-nebula-serf32,clab-nebula-serf28,13.146,22.515
clab-nebula-serf32,clab-nebula-serf29,5.471,14.875
clab-nebula-serf32,clab-nebula-serf3,24.885,34.603
clab-nebula-serf32,clab-nebula-serf30,9.207,9.207
clab-nebula-serf32,clab-nebula-serf31,9.28,9.28
clab-nebula-serf32,clab-nebula-serf33,7.371,18.038
clab-nebula-serf32,clab-nebula-serf34,8.777,18.871
clab-nebula-serf32,clab-nebula-serf35,14.31,24.522
clab-nebula-serf32,clab-nebula-serf36,14.219,25.003
clab-nebula-serf32,clab-nebula-serf37,8.443,18.967
clab-nebula-serf32,clab-nebula-serf38,10.939,21.866
clab-nebula-serf32,clab-nebula-serf39,5.525,15.558
clab-nebula-serf32,clab-nebula-serf4,26.311,36.158
clab-nebula-serf32,clab-nebula-serf40,15.868,26.983
clab-nebula-serf32,clab-nebula-serf41,19.525,30.312
clab-nebula-serf32,clab-nebula-serf42,18.124,28.346
clab-nebula-serf32,clab-nebula-serf43,12.237,22.427
clab-nebula-serf32,clab-nebula-serf44,8.687,19.085
clab-nebula-serf32,clab-nebula-serf45,8.335,18.181
clab-nebula-serf32,clab-nebula-serf46,13.839,24.654
clab-nebula-serf32,clab-nebula-serf47,6.918,16.697
clab-nebula-serf32,clab-nebula-serf48,10.601,20.488
clab-nebula-serf32,clab-nebula-serf49,6.186,15.879
clab-nebula-serf32,clab-nebula-serf5,25.361,34.841
clab-nebula-serf32,clab-nebula-serf50,9.032,19.013
clab-nebula-serf32,clab-nebula-serf51,17.778,28.291
clab-nebula-serf32,clab-nebula-serf52,16.117,26.495
clab-nebula-serf32,clab-nebula-serf53,15.453,25.625
clab-nebula-serf32,clab-nebula-serf54,16.27,26.941
clab-nebula-serf32,clab-nebula-serf55,17.999,28.336
clab-nebula-serf32,clab-nebula-serf56,12.776,23.429
clab-nebula-serf32,clab-nebula-serf57,13.589,24.182
clab-nebula-serf32,clab-nebula-serf58,13.164,24.032
clab-nebula-serf32,clab-nebula-serf59,13.066,24.64
clab-nebula-serf32,clab-nebula-serf6,20.047,29.927
clab-nebula-serf32,clab-nebula-serf60,15.189,25.846
clab-nebula-serf32,clab-nebula-serf61,13.47,23.926
clab-nebula-serf32,clab-nebula-serf62,19.971,30.609
clab-nebula-serf32,clab-nebula-serf63,21.744,32.795
clab-nebula-serf32,clab-nebula-serf64,24.359,34.427
clab-nebula-serf32,clab-nebula-serf65,20.604,30.302
clab-nebula-serf32,clab-nebula-serf66,23.492,33.661
clab-nebula-serf32,clab-nebula-serf67,23.668,33.643
clab-nebula-serf32,clab-nebula-serf68,22.997,32.979
clab-nebula-serf32,clab-nebula-serf69,20.772,30.624
clab-nebula-serf32,clab-nebula-serf7,20.123,30.041
clab-nebula-serf32,clab-nebula-serf70,19.739,29.914
clab-nebula-serf32,clab-nebula-serf71,20.217,29.939
clab-nebula-serf32,clab-nebula-serf72,20.853,31.194
clab-nebula-serf32,clab-nebula-serf73,18.592,28.337
clab-nebula-serf32,clab-nebula-serf74,22.56,32.608
clab-nebula-serf32,clab-nebula-serf75,23.098,33.463
clab-nebula-serf32,clab-nebula-serf76,19.482,29.504
clab-nebula-serf32,clab-nebula-serf77,19.639,29.309
clab-nebula-serf32,clab-nebula-serf78,22.153,32.216
clab-nebula-serf32,clab-nebula-serf79,18.2,28.159
clab-nebula-serf32,clab-nebula-serf8,22.968,32.401
clab-nebula-serf32,clab-nebula-serf80,20.954,30.85
clab-nebula-serf32,clab-nebula-serf81,19.621,29.871
clab-nebula-serf32,clab-nebula-serf82,39.662,49.925
