From,To,RTT_actual_A_to_B,RTT_predicted
clab-nebula-serf130,clab-nebula-serf1,57.066,57.066
clab-nebula-serf130,clab-nebula-serf10,52.224,52.224
clab-nebula-serf130,clab-nebula-serf100,39.1,39.1
clab-nebula-serf130,clab-nebula-serf101,40.619,40.619
clab-nebula-serf130,clab-nebula-serf102,40.938,40.938
clab-nebula-serf130,clab-nebula-serf103,38.44,38.44
clab-nebula-serf130,clab-nebula-serf104,34.043,34.043
clab-nebula-serf130,clab-nebula-serf105,35.322,35.322
clab-nebula-serf130,clab-nebula-serf106,39.191,39.191
clab-nebula-serf130,clab-nebula-serf107,37.02,37.02
clab-nebula-serf130,clab-nebula-serf108,35.054,35.054
clab-nebula-serf130,clab-nebula-serf109,29.101,29.101
clab-nebula-serf130,clab-nebula-serf11,50.611,50.611
clab-nebula-serf130,clab-nebula-serf110,41.445,41.445
clab-nebula-serf130,clab-nebula-serf111,31.537,31.537
clab-nebula-serf130,clab-nebula-serf112,48.298,48.298
clab-nebula-serf130,clab-nebula-serf113,39.409,39.409
clab-nebula-serf130,clab-nebula-serf114,39.556,39.556
clab-nebula-serf130,clab-nebula-serf115,63.982,63.982
clab-nebula-serf130,clab-nebula-serf116,65.76,65.76
clab-nebula-serf130,clab-nebula-serf117,64.976,64.976
clab-nebula-serf130,clab-nebula-serf118,69.826,69.826
clab-nebula-serf130,clab-nebula-serf119,68.812,68.812
clab-nebula-serf130,clab-nebula-serf12,52.324,52.324
clab-nebula-serf130,clab-nebula-serf120,70.183,70.183
clab-nebula-serf130,clab-nebula-serf121,29.113,29.113
clab-nebula-serf130,clab-nebula-serf122,31.315,31.315
clab-nebula-serf130,clab-nebula-serf123,30.022,30.022
clab-nebula-serf130,clab-nebula-serf124,26.488,26.488
clab-nebula-serf130,clab-nebula-serf125,17.194,17.194
clab-nebula-serf130,clab-nebula-serf126,16.504,16.504
clab-nebula-serf130,clab-nebula-serf127,17.207,17.207
clab-nebula-serf130,clab-nebula-serf128,36.44,36.44
clab-nebula-serf130,clab-nebula-serf129,39.78,39.78
clab-nebula-serf130,clab-nebula-serf13,50.646,50.646
clab-nebula-serf130,clab-nebula-serf131,17.916,17.916
clab-nebula-serf130,clab-nebula-serf132,15.549,15.549
clab-nebula-serf130,clab-nebula-serf133,18.389,18.389
clab-nebula-serf130,clab-nebula-serf134,16.711,16.711
clab-nebula-serf130,clab-nebula-serf135,19.386,19.386
clab-nebula-serf130,clab-nebula-serf136,17.342,17.342
clab-nebula-serf130,clab-nebula-serf137,18.61,18.61
clab-nebula-serf130,clab-nebula-serf138,19.544,19.544
clab-nebula-serf130,clab-nebula-serf139,17.435,17.435
clab-nebula-serf130,clab-nebula-serf14,53.104,53.104
clab-nebula-serf130,clab-nebula-serf140,20.074,20.074
clab-nebula-serf130,clab-nebula-serf141,19.193,19.193
clab-nebula-serf130,clab-nebula-serf142,34.084,34.084
clab-nebula-serf130,clab-nebula-serf143,33.752,33.752
clab-nebula-serf130,clab-nebula-serf144,25.189,25.189
clab-nebula-serf130,clab-nebula-serf145,33.286,33.286
clab-nebula-serf130,clab-nebula-serf146,32.514,32.514
clab-nebula-serf130,clab-nebula-serf147,31.504,31.504
clab-nebula-serf130,clab-nebula-serf148,34.7,34.7
clab-nebula-serf130,clab-nebula-serf149,31.85,31.85
clab-nebula-serf130,clab-nebula-serf15,48.972,48.972
clab-nebula-serf130,clab-nebula-serf150,32.727,32.727
clab-nebula-serf130,clab-nebula-serf151,32.418,32.418
clab-nebula-serf130,clab-nebula-serf152,27.181,27.181
clab-nebula-serf130,clab-nebula-serf153,32.126,32.126
clab-nebula-serf130,clab-nebula-serf154,32.975,32.975
clab-nebula-serf130,clab-nebula-serf155,32.274,32.274
clab-nebula-serf130,clab-nebula-serf156,30.363,30.363
clab-nebula-serf130,clab-nebula-serf157,27.043,27.043
clab-nebula-serf130,clab-nebula-serf158,27.023,27.023
clab-nebula-serf130,clab-nebula-serf159,27.116,27.116
clab-nebula-serf130,clab-nebula-serf16,48.065,48.065
clab-nebula-serf130,clab-nebula-serf160,25.241,25.241
clab-nebula-serf130,clab-nebula-serf161,25.756,25.756
clab-nebula-serf130,clab-nebula-serf162,36.148,36.148
clab-nebula-serf130,clab-nebula-serf17,49.193,49.193
clab-nebula-serf130,clab-nebula-serf18,51.403,51.403
clab-nebula-serf130,clab-nebula-serf19,51.019,51.019
clab-nebula-serf130,clab-nebula-serf2,64.051,64.051
clab-nebula-serf130,clab-nebula-serf20,57.726,57.726
clab-nebula-serf130,clab-nebula-serf21,56.825,56.825
clab-nebula-serf130,clab-nebula-serf22,58.869,58.869
clab-nebula-serf130,clab-nebula-serf23,64.132,64.132
clab-nebula-serf130,clab-nebula-serf24,62.725,62.725
clab-nebula-serf130,clab-nebula-serf25,57.964,57.964
clab-nebula-serf130,clab-nebula-serf26,51.442,51.442
clab-nebula-serf130,clab-nebula-serf27,64.204,64.204
clab-nebula-serf130,clab-nebula-serf28,69.983,69.983
clab-nebula-serf130,clab-nebula-serf29,63.661,63.661
clab-nebula-serf130,clab-nebula-serf3,61.282,61.282
clab-nebula-serf130,clab-nebula-serf30,52.78,52.78
clab-nebula-serf130,clab-nebula-serf31,52.781,52.781
clab-nebula-serf130,clab-nebula-serf32,51.514,51.514
clab-nebula-serf130,clab-nebula-serf33,46.785,46.785
clab-nebula-serf130,clab-nebula-serf34,49.46,49.46
clab-nebula-serf130,clab-nebula-serf35,55.058,55.058
clab-nebula-serf130,clab-nebula-serf36,50.724,50.724
clab-nebula-serf130,clab-nebula-serf37,49.914,49.914
clab-nebula-serf130,clab-nebula-serf38,51.127,51.127
clab-nebula-serf130,clab-nebula-serf39,46.165,46.165
clab-nebula-serf130,clab-nebula-serf4,61.318,61.318
clab-nebula-serf130,clab-nebula-serf40,52.608,52.608
clab-nebula-serf130,clab-nebula-serf41,57.745,57.745
clab-nebula-serf130,clab-nebula-serf42,57.781,57.781
clab-nebula-serf130,clab-nebula-serf43,53.991,53.991
clab-nebula-serf130,clab-nebula-serf44,49,49.0
clab-nebula-serf130,clab-nebula-serf45,51.105,51.105
clab-nebula-serf130,clab-nebula-serf46,53.526,53.526
clab-nebula-serf130,clab-nebula-serf47,49.111,49.111
clab-nebula-serf130,clab-nebula-serf48,51.095,51.095
clab-nebula-serf130,clab-nebula-serf49,47.435,47.435
clab-nebula-serf130,clab-nebula-serf5,60.646,60.646
clab-nebula-serf130,clab-nebula-serf50,49.993,49.993
clab-nebula-serf130,clab-nebula-serf51,48.031,48.031
clab-nebula-serf130,clab-nebula-serf52,46.197,46.197
clab-nebula-serf130,clab-nebula-serf53,47.22,47.22
clab-nebula-serf130,clab-nebula-serf54,47.622,47.622
clab-nebula-serf130,clab-nebula-serf55,47.878,47.878
clab-nebula-serf130,clab-nebula-serf56,43.261,43.261
clab-nebula-serf130,clab-nebula-serf57,45.406,45.406
clab-nebula-serf130,clab-nebula-serf58,43.215,43.215
clab-nebula-serf130,clab-nebula-serf59,41.897,41.897
clab-nebula-serf130,clab-nebula-serf6,53.72,53.72
clab-nebula-serf130,clab-nebula-serf60,45.519,45.519
clab-nebula-serf130,clab-nebula-serf61,44.062,44.062
clab-nebula-serf130,clab-nebula-serf62,50.269,50.269
clab-nebula-serf130,clab-nebula-serf63,51.863,51.863
clab-nebula-serf130,clab-nebula-serf64,51.584,51.584
clab-nebula-serf130,clab-nebula-serf65,48.127,48.127
clab-nebula-serf130,clab-nebula-serf66,44.819,44.819
clab-nebula-serf130,clab-nebula-serf67,45.496,45.496
clab-nebula-serf130,clab-nebula-serf68,45.179,45.179
clab-nebula-serf130,clab-nebula-serf69,41.963,41.963
clab-nebula-serf130,clab-nebula-serf7,53.578,53.578
clab-nebula-serf130,clab-nebula-serf70,42.414,42.414
clab-nebula-serf130,clab-nebula-serf71,43.132,43.132
clab-nebula-serf130,clab-nebula-serf72,41.885,41.885
clab-nebula-serf130,clab-nebula-serf73,41.067,41.067
clab-nebula-serf130,clab-nebula-serf74,43.404,43.404
clab-nebula-serf130,clab-nebula-serf75,45.069,45.069
clab-nebula-serf130,clab-nebula-serf76,41.261,41.261
clab-nebula-serf130,clab-nebula-serf77,41.867,41.867
clab-nebula-serf130,clab-nebula-serf78,43.891,43.891
clab-nebula-serf130,clab-nebula-serf79,40.399,40.399
clab-nebula-serf130,clab-nebula-serf8,56.813,56.813
clab-nebula-serf130,clab-nebula-serf80,41.667,41.667
clab-nebula-serf130,clab-nebula-serf81,41.18,41.18
clab-nebula-serf130,clab-nebula-serf82,59.906,59.906
clab-nebula-serf130,clab-nebula-serf83,46.568,46.568
clab-nebula-serf130,clab-nebula-serf84,51.413,51.413
clab-nebula-serf130,clab-nebula-serf85,45.465,45.465
clab-nebula-serf130,clab-nebula-serf86,44.172,44.172
clab-nebula-serf130,clab-nebula-serf87,44.691,44.691
clab-nebula-serf130,clab-nebula-serf88,46.545,46.545
clab-nebula-serf130,clab-nebula-serf89,46.744,46.744
clab-nebula-serf130,clab-nebula-serf9,53.331,53.331
clab-nebula-serf130,clab-nebula-serf90,43.913,43.913
clab-nebula-serf130,clab-nebula-serf91,41.504,41.504
clab-nebula-serf130,clab-nebula-serf92,43.376,43.376
clab-nebula-serf130,clab-nebula-serf93,42.515,42.515
clab-nebula-serf130,clab-nebula-serf94,41.501,41.501
clab-nebula-serf130,clab-nebula-serf95,42.403,42.403
clab-nebula-serf130,clab-nebula-serf96,41.376,41.376
clab-nebula-serf130,clab-nebula-serf97,41.271,41.271
clab-nebula-serf130,clab-nebula-serf98,41.465,41.465
clab-nebula-serf130,clab-nebula-serf99,39.545,39.545
clab-nebula-serf161,clab-nebula-serf1,53.085,53.085
clab-nebula-serf161,clab-nebula-serf10,49.84,49.84
clab-nebula-serf161,clab-nebula-serf100,36.507,36.507
clab-nebula-serf161,clab-nebula-serf101,37.948,37.948
clab-nebula-serf161,clab-nebula-serf102,38.07,38.07
clab-nebula-serf161,clab-nebula-serf103,35.388,35.388
clab-nebula-serf161,clab-nebula-serf104,34.719,34.719
clab-nebula-serf161,clab-nebula-serf105,36.065,36.065
clab-nebula-serf161,clab-nebula-serf106,39.641,39.641
clab-nebula-serf161,clab-nebula-serf107,37.171,37.171
clab-nebula-serf161,clab-nebula-serf108,36.1,36.1
clab-nebula-serf161,clab-nebula-serf109,29.49,29.49
clab-nebula-serf161,clab-nebula-serf11,48.459,48.459
clab-nebula-serf161,clab-nebula-serf110,42.142,42.142
clab-nebula-serf161,clab-nebula-serf111,32.169,32.169
clab-nebula-serf161,clab-nebula-serf112,48.978,48.978
clab-nebula-serf161,clab-nebula-serf113,39.75,39.75
clab-nebula-serf161,clab-nebula-serf114,39.532,39.532
clab-nebula-serf161,clab-nebula-serf115,63.743,63.743
clab-nebula-serf161,clab-nebula-serf116,64.448,64.448
clab-nebula-serf161,clab-nebula-serf117,67.492,67.492
clab-nebula-serf161,clab-nebula-serf118,71.878,71.878
clab-nebula-serf161,clab-nebula-serf119,70.988,70.988
clab-nebula-serf161,clab-nebula-serf12,50.461,50.461
clab-nebula-serf161,clab-nebula-serf120,72.66,72.66
clab-nebula-serf161,clab-nebula-serf121,31.579,31.579
clab-nebula-serf161,clab-nebula-serf122,34.254,34.254
clab-nebula-serf161,clab-nebula-serf123,31.991,31.991
clab-nebula-serf161,clab-nebula-serf124,30.131,30.131
clab-nebula-serf161,clab-nebula-serf125,17.895,17.895
clab-nebula-serf161,clab-nebula-serf126,17.363,17.363
clab-nebula-serf161,clab-nebula-serf127,17.079,17.079
clab-nebula-serf161,clab-nebula-serf128,37.222,37.222
clab-nebula-serf161,clab-nebula-serf129,39.771,39.771
clab-nebula-serf161,clab-nebula-serf13,48.832,48.832
clab-nebula-serf161,clab-nebula-serf130,25.756,25.756
clab-nebula-serf161,clab-nebula-serf131,24.379,24.379
clab-nebula-serf161,clab-nebula-serf132,22.395,22.395
clab-nebula-serf161,clab-nebula-serf133,24.686,24.686
clab-nebula-serf161,clab-nebula-serf134,22.238,22.238
clab-nebula-serf161,clab-nebula-serf135,25.307,25.307
clab-nebula-serf161,clab-nebula-serf136,24.079,24.079
clab-nebula-serf161,clab-nebula-serf137,22.825,22.825
clab-nebula-serf161,clab-nebula-serf138,26.137,26.137
clab-nebula-serf161,clab-nebula-serf139,23.028,23.028
clab-nebula-serf161,clab-nebula-serf14,51.038,51.038
clab-nebula-serf161,clab-nebula-serf140,26.218,26.218
clab-nebula-serf161,clab-nebula-serf141,25.867,25.867
clab-nebula-serf161,clab-nebula-serf142,26.67,26.67
clab-nebula-serf161,clab-nebula-serf143,27.887,27.887
clab-nebula-serf161,clab-nebula-serf144,18.493,18.493
clab-nebula-serf161,clab-nebula-serf145,26.385,26.385
clab-nebula-serf161,clab-nebula-serf146,25.484,25.484
clab-nebula-serf161,clab-nebula-serf147,24.27,24.27
clab-nebula-serf161,clab-nebula-serf148,27.826,27.826
clab-nebula-serf161,clab-nebula-serf149,23.224,23.224
clab-nebula-serf161,clab-nebula-serf15,47.266,47.266
clab-nebula-serf161,clab-nebula-serf150,23.088,23.088
clab-nebula-serf161,clab-nebula-serf151,25.505,25.505
clab-nebula-serf161,clab-nebula-serf152,19.929,19.929
clab-nebula-serf161,clab-nebula-serf153,25.985,25.985
clab-nebula-serf161,clab-nebula-serf154,26.209,26.209
clab-nebula-serf161,clab-nebula-serf155,24.826,24.826
clab-nebula-serf161,clab-nebula-serf156,23.002,23.002
clab-nebula-serf161,clab-nebula-serf157,3.239,3.239
clab-nebula-serf161,clab-nebula-serf158,4.384,4.384
clab-nebula-serf161,clab-nebula-serf159,3.369,3.369
clab-nebula-serf161,clab-nebula-serf16,46.431,46.431
clab-nebula-serf161,clab-nebula-serf160,2.155,2.155
clab-nebula-serf161,clab-nebula-serf162,13.185,13.185
clab-nebula-serf161,clab-nebula-serf17,47.455,47.455
clab-nebula-serf161,clab-nebula-serf18,49.592,49.592
clab-nebula-serf161,clab-nebula-serf19,49.389,49.389
clab-nebula-serf161,clab-nebula-serf2,60.911,60.911
clab-nebula-serf161,clab-nebula-serf20,56.496,56.496
clab-nebula-serf161,clab-nebula-serf21,55.406,55.406
clab-nebula-serf161,clab-nebula-serf22,57.569,57.569
clab-nebula-serf161,clab-nebula-serf23,62.851,62.851
clab-nebula-serf161,clab-nebula-serf24,61.433,61.433
clab-nebula-serf161,clab-nebula-serf25,56.616,56.616
clab-nebula-serf161,clab-nebula-serf26,50.26,50.26
clab-nebula-serf161,clab-nebula-serf27,62.034,62.034
clab-nebula-serf161,clab-nebula-serf28,67.792,67.792
clab-nebula-serf161,clab-nebula-serf29,62.254,62.254
clab-nebula-serf161,clab-nebula-serf3,57.036,57.036
clab-nebula-serf161,clab-nebula-serf30,51.449,51.449
clab-nebula-serf161,clab-nebula-serf31,51.428,51.428
clab-nebula-serf161,clab-nebula-serf32,50.011,50.011
clab-nebula-serf161,clab-nebula-serf33,46.43,46.43
clab-nebula-serf161,clab-nebula-serf34,48.699,48.699
clab-nebula-serf161,clab-nebula-serf35,54.569,54.569
clab-nebula-serf161,clab-nebula-serf36,50.515,50.515
clab-nebula-serf161,clab-nebula-serf37,49.447,49.447
clab-nebula-serf161,clab-nebula-serf38,50.656,50.656
clab-nebula-serf161,clab-nebula-serf39,46.031,46.031
clab-nebula-serf161,clab-nebula-serf4,58.341,58.341
clab-nebula-serf161,clab-nebula-serf40,52.25,52.25
clab-nebula-serf161,clab-nebula-serf41,57.169,57.169
clab-nebula-serf161,clab-nebula-serf42,57.137,57.137
clab-nebula-serf161,clab-nebula-serf43,51.678,51.678
clab-nebula-serf161,clab-nebula-serf44,46.957,46.957
clab-nebula-serf161,clab-nebula-serf45,48.696,48.696
clab-nebula-serf161,clab-nebula-serf46,51.506,51.506
clab-nebula-serf161,clab-nebula-serf47,46.549,46.549
clab-nebula-serf161,clab-nebula-serf48,49.014,49.014
clab-nebula-serf161,clab-nebula-serf49,45.146,45.146
clab-nebula-serf161,clab-nebula-serf5,56.622,56.622
clab-nebula-serf161,clab-nebula-serf50,47.721,47.721
clab-nebula-serf161,clab-nebula-serf51,47.152,47.152
clab-nebula-serf161,clab-nebula-serf52,45.091,45.091
clab-nebula-serf161,clab-nebula-serf53,46.022,46.022
clab-nebula-serf161,clab-nebula-serf54,46.808,46.808
clab-nebula-serf161,clab-nebula-serf55,47.081,47.081
clab-nebula-serf161,clab-nebula-serf56,42.442,42.442
clab-nebula-serf161,clab-nebula-serf57,44.915,44.915
clab-nebula-serf161,clab-nebula-serf58,42.888,42.888
clab-nebula-serf161,clab-nebula-serf59,41.348,41.348
clab-nebula-serf161,clab-nebula-serf6,51.056,51.056
clab-nebula-serf161,clab-nebula-serf60,44.792,44.792
clab-nebula-serf161,clab-nebula-serf61,43.643,43.643
clab-nebula-serf161,clab-nebula-serf62,49.735,49.735
clab-nebula-serf161,clab-nebula-serf63,51.562,51.562
clab-nebula-serf161,clab-nebula-serf64,51.519,51.519
clab-nebula-serf161,clab-nebula-serf65,48.168,48.168
clab-nebula-serf161,clab-nebula-serf66,45.876,45.876
clab-nebula-serf161,clab-nebula-serf67,46.698,46.698
clab-nebula-serf161,clab-nebula-serf68,46.323,46.323
clab-nebula-serf161,clab-nebula-serf69,43.827,43.827
clab-nebula-serf161,clab-nebula-serf7,51.112,51.112
clab-nebula-serf161,clab-nebula-serf70,43.867,43.867
clab-nebula-serf161,clab-nebula-serf71,44.914,44.914
clab-nebula-serf161,clab-nebula-serf72,43.48,43.48
clab-nebula-serf161,clab-nebula-serf73,42.629,42.629
clab-nebula-serf161,clab-nebula-serf74,45.142,45.142
clab-nebula-serf161,clab-nebula-serf75,46.597,46.597
clab-nebula-serf161,clab-nebula-serf76,42.952,42.952
clab-nebula-serf161,clab-nebula-serf77,43.345,43.345
clab-nebula-serf161,clab-nebula-serf78,45.333,45.333
clab-nebula-serf161,clab-nebula-serf79,41.857,41.857
clab-nebula-serf161,clab-nebula-serf8,54.262,54.262
clab-nebula-serf161,clab-nebula-serf80,42.959,42.959
clab-nebula-serf161,clab-nebula-serf81,42.102,42.102
clab-nebula-serf161,clab-nebula-serf82,59.339,59.339
clab-nebula-serf161,clab-nebula-serf83,49.601,49.601
clab-nebula-serf161,clab-nebula-serf84,54.325,54.325
clab-nebula-serf161,clab-nebula-serf85,48.491,48.491
clab-nebula-serf161,clab-nebula-serf86,47.984,47.984
clab-nebula-serf161,clab-nebula-serf87,48.308,48.308
clab-nebula-serf161,clab-nebula-serf88,50.449,50.449
clab-nebula-serf161,clab-nebula-serf89,50.87,50.87
clab-nebula-serf161,clab-nebula-serf9,51.19,51.19
clab-nebula-serf161,clab-nebula-serf90,46.171,46.171
clab-nebula-serf161,clab-nebula-serf91,44.024,44.024
clab-nebula-serf161,clab-nebula-serf92,45.554,45.554
clab-nebula-serf161,clab-nebula-serf93,44.693,44.693
clab-nebula-serf161,clab-nebula-serf94,44.081,44.081
clab-nebula-serf161,clab-nebula-serf95,44.711,44.711
clab-nebula-serf161,clab-nebula-serf96,38.676,38.676
clab-nebula-serf161,clab-nebula-serf97,37.274,37.274
clab-nebula-serf161,clab-nebula-serf98,36.408,36.408
clab-nebula-serf161,clab-nebula-serf99,36.828,36.828
clab-nebula-serf32,clab-nebula-serf1,21.224,21.224
clab-nebula-serf32,clab-nebula-serf10,19.293,19.293
clab-nebula-serf32,clab-nebula-serf100,35.664,35.664
clab-nebula-serf32,clab-nebula-serf101,37.06,37.06
clab-nebula-serf32,clab-nebula-serf102,37.572,37.572
clab-nebula-serf32,clab-nebula-serf103,34.811,34.811
clab-nebula-serf32,clab-nebula-serf104,30.503,30.503
clab-nebula-serf32,clab-nebula-serf105,30.722,30.722
clab-nebula-serf32,clab-nebula-serf106,35.211,35.211
clab-nebula-serf32,clab-nebula-serf107,33.064,33.064
clab-nebula-serf32,clab-nebula-serf108,33.092,33.092
clab-nebula-serf32,clab-nebula-serf109,25.18,25.18
clab-nebula-serf32,clab-nebula-serf11,17.775,17.775
clab-nebula-serf32,clab-nebula-serf110,38.214,38.214
clab-nebula-serf32,clab-nebula-serf111,27.475,27.475
clab-nebula-serf32,clab-nebula-serf112,42.942,42.942
clab-nebula-serf32,clab-nebula-serf113,32.434,32.434
clab-nebula-serf32,clab-nebula-serf114,33.069,33.069
clab-nebula-serf32,clab-nebula-serf115,59.049,59.049
clab-nebula-serf32,clab-nebula-serf116,60.083,60.083
clab-nebula-serf32,clab-nebula-serf117,64.496,64.496
clab-nebula-serf32,clab-nebula-serf118,62.482,62.482
clab-nebula-serf32,clab-nebula-serf119,61.614,61.614
clab-nebula-serf32,clab-nebula-serf12,19.988,19.988
clab-nebula-serf32,clab-nebula-serf120,62.431,62.431
clab-nebula-serf32,clab-nebula-serf121,34.338,34.338
clab-nebula-serf32,clab-nebula-serf122,35.639,35.639
clab-nebula-serf32,clab-nebula-serf123,32.93,32.93
clab-nebula-serf32,clab-nebula-serf124,34.988,34.988
clab-nebula-serf32,clab-nebula-serf125,35.44,35.44
clab-nebula-serf32,clab-nebula-serf126,34.117,34.117
clab-nebula-serf32,clab-nebula-serf127,34.083,34.083
clab-nebula-serf32,clab-nebula-serf128,32.407,32.407
clab-nebula-serf32,clab-nebula-serf129,38.976,38.976
clab-nebula-serf32,clab-nebula-serf13,19.076,19.076
clab-nebula-serf32,clab-nebula-serf130,51.514,51.514
clab-nebula-serf32,clab-nebula-serf131,50.008,50.008
clab-nebula-serf32,clab-nebula-serf132,47.997,47.997
clab-nebula-serf32,clab-nebula-serf133,50.596,50.596
clab-nebula-serf32,clab-nebula-serf134,49.398,49.398
clab-nebula-serf32,clab-nebula-serf135,50.767,50.767
clab-nebula-serf32,clab-nebula-serf136,49.997,49.997
clab-nebula-serf32,clab-nebula-serf137,51.15,51.15
clab-nebula-serf32,clab-nebula-serf138,50.852,50.852
clab-nebula-serf32,clab-nebula-serf139,50.222,50.222
clab-nebula-serf32,clab-nebula-serf14,20.061,20.061
clab-nebula-serf32,clab-nebula-serf140,52.246,52.246
clab-nebula-serf32,clab-nebula-serf141,50.666,50.666
clab-nebula-serf32,clab-nebula-serf142,52.635,52.635
clab-nebula-serf32,clab-nebula-serf143,51.248,51.248
clab-nebula-serf32,clab-nebula-serf144,42.155,42.155
clab-nebula-serf32,clab-nebula-serf145,50.848,50.848
clab-nebula-serf32,clab-nebula-serf146,49.541,49.541
clab-nebula-serf32,clab-nebula-serf147,48.235,48.235
clab-nebula-serf32,clab-nebula-serf148,50.994,50.994
clab-nebula-serf32,clab-nebula-serf149,47.795,47.795
clab-nebula-serf32,clab-nebula-serf15,16.99,16.99
clab-nebula-serf32,clab-nebula-serf150,48.071,48.071
clab-nebula-serf32,clab-nebula-serf151,49.196,49.196
clab-nebula-serf32,clab-nebula-serf152,42.868,42.868
clab-nebula-serf32,clab-nebula-serf153,49.313,49.313
clab-nebula-serf32,clab-nebula-serf154,49.268,49.268
clab-nebula-serf32,clab-nebula-serf155,48.589,48.589
clab-nebula-serf32,clab-nebula-serf156,47.042,47.042
clab-nebula-serf32,clab-nebula-serf157,51.087,51.087
clab-nebula-serf32,clab-nebula-serf158,51.611,51.611
clab-nebula-serf32,clab-nebula-serf159,51.262,51.262
clab-nebula-serf32,clab-nebula-serf16,16.145,16.145
clab-nebula-serf32,clab-nebula-serf160,49.874,49.874
clab-nebula-serf32,clab-nebula-serf161,50.011,50.011
clab-nebula-serf32,clab-nebula-serf162,60.249,60.249
clab-nebula-serf32,clab-nebula-serf17,17.128,17.128
clab-nebula-serf32,clab-nebula-serf18,16.814,16.814
clab-nebula-serf32,clab-nebula-serf19,18.295,18.295
clab-nebula-serf32,clab-nebula-serf2,29.491,29.491
clab-nebula-serf32,clab-nebula-serf20,0.948,0.948
clab-nebula-serf32,clab-nebula-serf21,4.631,4.631
clab-nebula-serf32,clab-nebula-serf22,6.501,6.501
clab-nebula-serf32,clab-nebula-serf23,11.16,11.16
clab-nebula-serf32,clab-nebula-serf24,6.502,6.502
clab-nebula-serf32,clab-nebula-serf25,5.062,5.062
clab-nebula-serf32,clab-nebula-serf26,3.944,3.944
clab-nebula-serf32,clab-nebula-serf27,5.587,5.587
clab-nebula-serf32,clab-nebula-serf28,13.146,13.146
clab-nebula-serf32,clab-nebula-serf29,5.471,5.471
clab-nebula-serf32,clab-nebula-serf3,24.885,24.885
clab-nebula-serf32,clab-nebula-serf30,9.207,9.207
clab-nebula-serf32,clab-nebula-serf31,9.28,9.28
clab-nebula-serf32,clab-nebula-serf33,7.371,7.371
clab-nebula-serf32,clab-nebula-serf34,8.777,8.777
clab-nebula-serf32,clab-nebula-serf35,14.31,14.31
clab-nebula-serf32,clab-nebula-serf36,14.219,14.219
clab-nebula-serf32,clab-nebula-serf37,8.443,8.443
clab-nebula-serf32,clab-nebula-serf38,10.939,10.939
clab-nebula-serf32,clab-nebula-serf39,5.525,5.525
clab-nebula-serf32,clab-nebula-serf4,26.311,26.311
clab-nebula-serf32,clab-nebula-serf40,15.868,15.868
clab-nebula-serf32,clab-nebula-serf41,19.525,19.525
clab-nebula-serf32,clab-nebula-serf42,18.124,18.124
clab-nebula-serf32,clab-nebula-serf43,12.237,12.237
clab-nebula-serf32,clab-nebula-serf44,8.687,8.687
clab-nebula-serf32,clab-nebula-serf45,8.335,8.335
clab-nebula-serf32,clab-nebula-serf46,13.839,13.839
clab-nebula-serf32,clab-nebula-serf47,6.918,6.918
clab-nebula-serf32,clab-nebula-serf48,10.601,10.601
clab-nebula-serf32,clab-nebula-serf49,6.186,6.186
clab-nebula-serf32,clab-nebula-serf5,25.361,25.361
clab-nebula-serf32,clab-nebula-serf50,9.032,9.032
clab-nebula-serf32,clab-nebula-serf51,17.778,17.778
clab-nebula-serf32,clab-nebula-serf52,16.117,16.117
clab-nebula-serf32,clab-nebula-serf53,15.453,15.453
clab-nebula-serf32,clab-nebula-serf54,16.27,16.27
clab-nebula-serf32,clab-nebula-serf55,17.999,17.999
clab-nebula-serf32,clab-nebula-serf56,12.776,12.776
clab-nebula-serf32,clab-nebula-serf57,13.589,13.589
clab-nebula-serf32,clab-nebula-serf58,13.164,13.164
clab-nebula-serf32,clab-nebula-serf59,13.066,13.066
clab-nebula-serf32,clab-nebula-serf6,20.047,20.047
clab-nebula-serf32,clab-nebula-serf60,15.189,15.189
clab-nebula-serf32,clab-nebula-serf61,13.47,13.47
clab-nebula-serf32,clab-nebula-serf62,19.971,19.971
clab-nebula-serf32,clab-nebula-serf63,21.744,21.744
clab-nebula-serf32,clab-nebula-serf64,24.359,24.359
clab-nebula-serf32,clab-nebula-serf65,20.604,20.604
clab-nebula-serf32,clab-nebula-serf66,23.492,23.492
clab-nebula-serf32,clab-nebula-serf67,23.668,23.668
clab-nebula-serf32,clab-nebula-serf68,22.997,22.997
clab-nebula-serf32,clab-nebula-serf69,20.772,20.772
clab-nebula-serf32,clab-nebula-serf7,20.123,20.123
clab-nebula-serf32,clab-nebula-serf70,19.739,19.739
clab-nebula-serf32,clab-nebula-serf71,20.217,20.217
clab-nebula-serf32,clab-nebula-serf72,20.853,20.853
clab-nebula-serf32,clab-nebula-serf73,18.592,18.592
clab-nebula-serf32,clab-nebula-serf74,22.56,22.56
clab-nebula-serf32,clab-nebula-serf75,23.098,23.098
clab-nebula-serf32,clab-nebula-serf76,19.482,19.482
clab-nebula-serf32,clab-nebula-serf77,19.639,19.639
clab-nebula-serf32,clab-nebula-serf78,22.153,22.153
clab-nebula-serf32,clab-nebula-serf79,18.2,18.2
clab-nebula-serf32,clab-nebula-serf8,22.968,22.968
clab-nebula-serf32,clab-nebula-serf80,20.954,20.954
clab-nebula-serf32,clab-nebula-serf81,19.621,19.621
clab-nebula-serf32,clab-nebula-serf82,39.662,39.662
