From,To,RTT_actual_A_to_B,RTT_predicted
clab-nebula-serf130,clab-nebula-serf1,57.066,52.776
clab-nebula-serf130,clab-nebula-serf10,52.224,40.871
clab-nebula-serf130,clab-nebula-serf100,39.1,29.729
clab-nebula-serf130,clab-nebula-serf101,40.619,29.47
clab-nebula-serf130,clab-nebula-serf102,40.938,30.26
clab-nebula-serf130,clab-nebula-serf103,38.44,29.886
clab-nebula-serf130,clab-nebula-serf104,34.043,20.958
clab-nebula-serf130,clab-nebula-serf105,35.322,21.815
clab-nebula-serf130,clab-nebula-serf106,39.191,21.464
clab-nebula-serf130,clab-nebula-serf107,37.02,21.221
clab-nebula-serf130,clab-nebula-serf108,35.054,20.076
clab-nebula-serf130,clab-nebula-serf109,29.101,21.085
clab-nebula-serf130,clab-nebula-serf11,50.611,40.675
clab-nebula-serf130,clab-nebula-serf110,41.445,20.479
clab-nebula-serf130,clab-nebula-serf111,31.537,21.501
clab-nebula-serf130,clab-nebula-serf112,48.298,24.888
clab-nebula-serf130,clab-nebula-serf113,39.409,29.322
clab-nebula-serf130,clab-nebula-serf114,39.556,29.142
clab-nebula-serf130,clab-nebula-serf115,63.982,40.217
clab-nebula-serf130,clab-nebula-serf116,65.76,49.708
clab-nebula-serf130,clab-nebula-serf117,64.976,60.644
clab-nebula-serf130,clab-nebula-serf118,69.826,65.225
clab-nebula-serf130,clab-nebula-serf119,68.812,64.616
clab-nebula-serf130,clab-nebula-serf12,52.324,38.592
clab-nebula-serf130,clab-nebula-serf120,70.183,65.723
clab-nebula-serf130,clab-nebula-serf121,29.113,18.11
clab-nebula-serf130,clab-nebula-serf122,31.315,17.729
clab-nebula-serf130,clab-nebula-serf123,30.022,18.888
clab-nebula-serf130,clab-nebula-serf124,26.488,16.424
clab-nebula-serf130,clab-nebula-serf125,17.194,10.142
clab-nebula-serf130,clab-nebula-serf126,16.504,9.998
clab-nebula-serf130,clab-nebula-serf127,17.207,10.399
clab-nebula-serf130,clab-nebula-serf128,36.44,21.843
clab-nebula-serf130,clab-nebula-serf129,39.78,20.39
clab-nebula-serf130,clab-nebula-serf13,50.646,37.717
clab-nebula-serf130,clab-nebula-serf131,17.916,2.004
clab-nebula-serf130,clab-nebula-serf132,15.549,1.304
clab-nebula-serf130,clab-nebula-serf133,18.389,1.421
clab-nebula-serf130,clab-nebula-serf134,16.711,1.888
clab-nebula-serf130,clab-nebula-serf135,19.386,3.189
clab-nebula-serf130,clab-nebula-serf136,17.342,0.884
clab-nebula-serf130,clab-nebula-serf137,18.61,2.682
clab-nebula-serf130,clab-nebula-serf138,19.544,1.819
clab-nebula-serf130,clab-nebula-serf139,17.435,1.873
clab-nebula-serf130,clab-nebula-serf14,53.104,38.956
clab-nebula-serf130,clab-nebula-serf140,20.074,1.713
clab-nebula-serf130,clab-nebula-serf141,19.193,1.42
clab-nebula-serf130,clab-nebula-serf142,34.084,14.86
clab-nebula-serf130,clab-nebula-serf143,33.752,14.232
clab-nebula-serf130,clab-nebula-serf144,25.189,15.016
clab-nebula-serf130,clab-nebula-serf145,33.286,15.197
clab-nebula-serf130,clab-nebula-serf146,32.514,14.655
clab-nebula-serf130,clab-nebula-serf147,31.504,14.354
clab-nebula-serf130,clab-nebula-serf148,34.7,15.1
clab-nebula-serf130,clab-nebula-serf149,31.85,15.429
clab-nebula-serf130,clab-nebula-serf15,48.972,37.623
clab-nebula-serf130,clab-nebula-serf150,32.727,19.25
clab-nebula-serf130,clab-nebula-serf151,32.418,14.255
clab-nebula-serf130,clab-nebula-serf152,27.181,14.682
clab-nebula-serf130,clab-nebula-serf153,32.126,13.823
clab-nebula-serf130,clab-nebula-serf154,32.975,14.103
clab-nebula-serf130,clab-nebula-serf155,32.274,14.592
clab-nebula-serf130,clab-nebula-serf156,30.363,14.293
clab-nebula-serf130,clab-nebula-serf157,27.043,16.901
clab-nebula-serf130,clab-nebula-serf158,27.023,15.751
clab-nebula-serf130,clab-nebula-serf159,27.116,16.299
clab-nebula-serf130,clab-nebula-serf16,48.065,37.862
clab-nebula-serf130,clab-nebula-serf160,25.241,16.069
clab-nebula-serf130,clab-nebula-serf161,25.756,15.611
clab-nebula-serf130,clab-nebula-serf162,36.148,20.089
clab-nebula-serf130,clab-nebula-serf17,49.193,37.767
clab-nebula-serf130,clab-nebula-serf18,51.403,40.982
clab-nebula-serf130,clab-nebula-serf19,51.019,39.059
clab-nebula-serf130,clab-nebula-serf2,64.051,47.468
clab-nebula-serf130,clab-nebula-serf20,57.726,45.266
clab-nebula-serf130,clab-nebula-serf21,56.825,43.037
clab-nebula-serf130,clab-nebula-serf22,58.869,43.119
clab-nebula-serf130,clab-nebula-serf23,64.132,43.318
clab-nebula-serf130,clab-nebula-serf24,62.725,44.913
clab-nebula-serf130,clab-nebula-serf25,57.964,43.296
clab-nebula-serf130,clab-nebula-serf26,51.442,45.169
clab-nebula-serf130,clab-nebula-serf27,64.204,54.537
clab-nebula-serf130,clab-nebula-serf28,69.983,65.356
clab-nebula-serf130,clab-nebula-serf29,63.661,49.594
clab-nebula-serf130,clab-nebula-serf3,61.282,56.925
clab-nebula-serf130,clab-nebula-serf30,52.78,43.343
clab-nebula-serf130,clab-nebula-serf31,52.781,43.289
clab-nebula-serf130,clab-nebula-serf32,51.514,46.6
clab-nebula-serf130,clab-nebula-serf33,46.785,37.166
clab-nebula-serf130,clab-nebula-serf34,49.46,37.473
clab-nebula-serf130,clab-nebula-serf35,55.058,37.647
clab-nebula-serf130,clab-nebula-serf36,50.724,35.783
clab-nebula-serf130,clab-nebula-serf37,49.914,37.977
clab-nebula-serf130,clab-nebula-serf38,51.127,37.396
clab-nebula-serf130,clab-nebula-serf39,46.165,37.838
clab-nebula-serf130,clab-nebula-serf4,61.318,48.123
clab-nebula-serf130,clab-nebula-serf40,52.608,35.605
clab-nebula-serf130,clab-nebula-serf41,57.745,36.533
clab-nebula-serf130,clab-nebula-serf42,57.781,36.955
clab-nebula-serf130,clab-nebula-serf43,53.991,38.802
clab-nebula-serf130,clab-nebula-serf44,49,38.088
clab-nebula-serf130,clab-nebula-serf45,51.105,39.666
clab-nebula-serf130,clab-nebula-serf46,53.526,37.761
clab-nebula-serf130,clab-nebula-serf47,49.111,39.815
clab-nebula-serf130,clab-nebula-serf48,51.095,37.919
clab-nebula-serf130,clab-nebula-serf49,47.435,38.505
clab-nebula-serf130,clab-nebula-serf5,60.646,56.035
clab-nebula-serf130,clab-nebula-serf50,49.993,38.734
clab-nebula-serf130,clab-nebula-serf51,48.031,34.314
clab-nebula-serf130,clab-nebula-serf52,46.197,34.184
clab-nebula-serf130,clab-nebula-serf53,47.22,35.206
clab-nebula-serf130,clab-nebula-serf54,47.622,34.945
clab-nebula-serf130,clab-nebula-serf55,47.878,33.951
clab-nebula-serf130,clab-nebula-serf56,43.261,34.54
clab-nebula-serf130,clab-nebula-serf57,45.406,34.406
clab-nebula-serf130,clab-nebula-serf58,43.215,33.269
clab-nebula-serf130,clab-nebula-serf59,41.897,32.96
clab-nebula-serf130,clab-nebula-serf6,53.72,42.653
clab-nebula-serf130,clab-nebula-serf60,45.519,33.562
clab-nebula-serf130,clab-nebula-serf61,44.062,33.817
clab-nebula-serf130,clab-nebula-serf62,50.269,33.509
clab-nebula-serf130,clab-nebula-serf63,51.863,33.396
clab-nebula-serf130,clab-nebula-serf64,51.584,31.92
clab-nebula-serf130,clab-nebula-serf65,48.127,33.647
clab-nebula-serf130,clab-nebula-serf66,44.819,30.626
clab-nebula-serf130,clab-nebula-serf67,45.496,30.518
clab-nebula-serf130,clab-nebula-serf68,45.179,30.936
clab-nebula-serf130,clab-nebula-serf69,41.963,29.921
clab-nebula-serf130,clab-nebula-serf7,53.578,42.649
clab-nebula-serf130,clab-nebula-serf70,42.414,30.872
clab-nebula-serf130,clab-nebula-serf71,43.132,30.866
clab-nebula-serf130,clab-nebula-serf72,41.885,29.732
clab-nebula-serf130,clab-nebula-serf73,41.067,30.746
clab-nebula-serf130,clab-nebula-serf74,43.404,29.907
clab-nebula-serf130,clab-nebula-serf75,45.069,30.553
clab-nebula-serf130,clab-nebula-serf76,41.261,30.275
clab-nebula-serf130,clab-nebula-serf77,41.867,30.942
clab-nebula-serf130,clab-nebula-serf78,43.891,30.149
clab-nebula-serf130,clab-nebula-serf79,40.399,30.694
clab-nebula-serf130,clab-nebula-serf8,56.813,42.398
clab-nebula-serf130,clab-nebula-serf80,41.667,29.457
clab-nebula-serf130,clab-nebula-serf81,41.18,30.082
clab-nebula-serf130,clab-nebula-serf82,59.906,28.172
clab-nebula-serf130,clab-nebula-serf83,46.568,33.208
clab-nebula-serf130,clab-nebula-serf84,51.413,32.735
clab-nebula-serf130,clab-nebula-serf85,45.465,32.542
clab-nebula-serf130,clab-nebula-serf86,44.172,39.412
clab-nebula-serf130,clab-nebula-serf87,44.691,40.001
clab-nebula-serf130,clab-nebula-serf88,46.545,41.653
clab-nebula-serf130,clab-nebula-serf89,46.744,41.867
clab-nebula-serf130,clab-nebula-serf9,53.331,41.244
clab-nebula-serf130,clab-nebula-serf90,43.913,31.931
clab-nebula-serf130,clab-nebula-serf91,41.504,31.672
clab-nebula-serf130,clab-nebula-serf92,43.376,31.054
clab-nebula-serf130,clab-nebula-serf93,42.515,31.946
clab-nebula-serf130,clab-nebula-serf94,41.501,31.222
clab-nebula-serf130,clab-nebula-serf95,42.403,30.47
clab-nebula-serf130,clab-nebula-serf96,41.376,29.776
clab-nebula-serf130,clab-nebula-serf97,41.271,35.267
clab-nebula-serf130,clab-nebula-serf98,41.465,36.728
clab-nebula-serf130,clab-nebula-serf99,39.545,29.871
clab-nebula-serf161,clab-nebula-serf1,53.085,57.071
clab-nebula-serf161,clab-nebula-serf10,49.84,46.763
clab-nebula-serf161,clab-nebula-serf100,36.507,35.411
clab-nebula-serf161,clab-nebula-serf101,37.948,35.075
clab-nebula-serf161,clab-nebula-serf102,38.07,35.667
clab-nebula-serf161,clab-nebula-serf103,35.388,35.11
clab-nebula-serf161,clab-nebula-serf104,34.719,29.91
clab-nebula-serf161,clab-nebula-serf105,36.065,30.834
clab-nebula-serf161,clab-nebula-serf106,39.641,30.19
clab-nebula-serf161,clab-nebula-serf107,37.171,29.649
clab-nebula-serf161,clab-nebula-serf108,36.1,29.398
clab-nebula-serf161,clab-nebula-serf109,29.49,29.75
clab-nebula-serf161,clab-nebula-serf11,48.459,46.798
clab-nebula-serf161,clab-nebula-serf110,42.142,29.451
clab-nebula-serf161,clab-nebula-serf111,32.169,30.409
clab-nebula-serf161,clab-nebula-serf112,48.978,33.845
clab-nebula-serf161,clab-nebula-serf113,39.75,37.938
clab-nebula-serf161,clab-nebula-serf114,39.532,37.393
clab-nebula-serf161,clab-nebula-serf115,63.743,48.254
clab-nebula-serf161,clab-nebula-serf116,64.448,56.672
clab-nebula-serf161,clab-nebula-serf117,67.492,71.435
clab-nebula-serf161,clab-nebula-serf118,71.878,75.553
clab-nebula-serf161,clab-nebula-serf119,70.988,75.068
clab-nebula-serf161,clab-nebula-serf12,50.461,45.004
clab-nebula-serf161,clab-nebula-serf120,72.66,76.476
clab-nebula-serf161,clab-nebula-serf121,31.579,28.852
clab-nebula-serf161,clab-nebula-serf122,34.254,28.944
clab-nebula-serf161,clab-nebula-serf123,31.991,29.133
clab-nebula-serf161,clab-nebula-serf124,30.131,28.343
clab-nebula-serf161,clab-nebula-serf125,17.895,19.119
clab-nebula-serf161,clab-nebula-serf126,17.363,19.133
clab-nebula-serf161,clab-nebula-serf127,17.079,18.547
clab-nebula-serf161,clab-nebula-serf128,37.222,30.901
clab-nebula-serf161,clab-nebula-serf129,39.771,28.657
clab-nebula-serf161,clab-nebula-serf13,48.832,44.178
clab-nebula-serf161,clab-nebula-serf130,25.756,15.611
clab-nebula-serf161,clab-nebula-serf131,24.379,16.743
clab-nebula-serf161,clab-nebula-serf132,22.395,16.426
clab-nebula-serf161,clab-nebula-serf133,24.686,15.995
clab-nebula-serf161,clab-nebula-serf134,22.238,15.69
clab-nebula-serf161,clab-nebula-serf135,25.307,17.385
clab-nebula-serf161,clab-nebula-serf136,24.079,15.897
clab-nebula-serf161,clab-nebula-serf137,22.825,15.173
clab-nebula-serf161,clab-nebula-serf138,26.137,16.688
clab-nebula-serf161,clab-nebula-serf139,23.028,15.742
clab-nebula-serf161,clab-nebula-serf14,51.038,45.166
clab-nebula-serf161,clab-nebula-serf140,26.218,16.133
clab-nebula-serf161,clab-nebula-serf141,25.867,16.369
clab-nebula-serf161,clab-nebula-serf142,26.67,15.722
clab-nebula-serf161,clab-nebula-serf143,27.887,16.643
clab-nebula-serf161,clab-nebula-serf144,18.493,16.596
clab-nebula-serf161,clab-nebula-serf145,26.385,16.572
clab-nebula-serf161,clab-nebula-serf146,25.484,15.901
clab-nebula-serf161,clab-nebula-serf147,24.27,15.396
clab-nebula-serf161,clab-nebula-serf148,27.826,16.502
clab-nebula-serf161,clab-nebula-serf149,23.224,15.08
clab-nebula-serf161,clab-nebula-serf15,47.266,44.193
clab-nebula-serf161,clab-nebula-serf150,23.088,17.886
clab-nebula-serf161,clab-nebula-serf151,25.505,15.617
clab-nebula-serf161,clab-nebula-serf152,19.929,15.706
clab-nebula-serf161,clab-nebula-serf153,25.985,15.957
clab-nebula-serf161,clab-nebula-serf154,26.209,15.613
clab-nebula-serf161,clab-nebula-serf155,24.826,15.42
clab-nebula-serf161,clab-nebula-serf156,23.002,15.208
clab-nebula-serf161,clab-nebula-serf157,3.239,1.373
clab-nebula-serf161,clab-nebula-serf158,4.384,1.388
clab-nebula-serf161,clab-nebula-serf159,3.369,0.828
clab-nebula-serf161,clab-nebula-serf16,46.431,44.504
clab-nebula-serf161,clab-nebula-serf160,2.155,1.26
clab-nebula-serf161,clab-nebula-serf162,13.185,5.402
clab-nebula-serf161,clab-nebula-serf17,47.455,44.306
clab-nebula-serf161,clab-nebula-serf18,49.592,47.448
clab-nebula-serf161,clab-nebula-serf19,49.389,45.705
clab-nebula-serf161,clab-nebula-serf2,60.911,52.603
clab-nebula-serf161,clab-nebula-serf20,56.496,52.313
clab-nebula-serf161,clab-nebula-serf21,55.406,49.894
clab-nebula-serf161,clab-nebula-serf22,57.569,50.094
clab-nebula-serf161,clab-nebula-serf23,62.851,50.312
clab-nebula-serf161,clab-nebula-serf24,61.433,51.897
clab-nebula-serf161,clab-nebula-serf25,56.616,50.224
clab-nebula-serf161,clab-nebula-serf26,50.26,52.264
clab-nebula-serf161,clab-nebula-serf27,62.034,60.642
clab-nebula-serf161,clab-nebula-serf28,67.792,71.441
clab-nebula-serf161,clab-nebula-serf29,62.254,56.463
clab-nebula-serf161,clab-nebula-serf3,57.036,60.955
clab-nebula-serf161,clab-nebula-serf30,51.449,50.287
clab-nebula-serf161,clab-nebula-serf31,51.428,50.212
clab-nebula-serf161,clab-nebula-serf32,50.011,53.373
clab-nebula-serf161,clab-nebula-serf33,46.43,45.088
clab-nebula-serf161,clab-nebula-serf34,48.699,44.987
clab-nebula-serf161,clab-nebula-serf35,54.569,45.434
clab-nebula-serf161,clab-nebula-serf36,50.515,43.85
clab-nebula-serf161,clab-nebula-serf37,49.447,45.786
clab-nebula-serf161,clab-nebula-serf38,50.656,45.202
clab-nebula-serf161,clab-nebula-serf39,46.031,45.981
clab-nebula-serf161,clab-nebula-serf4,58.341,53.422
clab-nebula-serf161,clab-nebula-serf40,52.25,43.524
clab-nebula-serf161,clab-nebula-serf41,57.169,44.233
clab-nebula-serf161,clab-nebula-serf42,57.137,44.588
clab-nebula-serf161,clab-nebula-serf43,51.678,44.765
clab-nebula-serf161,clab-nebula-serf44,46.957,44.32
clab-nebula-serf161,clab-nebula-serf45,48.696,45.533
clab-nebula-serf161,clab-nebula-serf46,51.506,44.017
clab-nebula-serf161,clab-nebula-serf47,46.549,45.53
clab-nebula-serf161,clab-nebula-serf48,49.014,44.114
clab-nebula-serf161,clab-nebula-serf49,45.146,44.492
clab-nebula-serf161,clab-nebula-serf5,56.622,60.287
clab-nebula-serf161,clab-nebula-serf50,47.721,44.737
clab-nebula-serf161,clab-nebula-serf51,47.152,41.711
clab-nebula-serf161,clab-nebula-serf52,45.091,41.355
clab-nebula-serf161,clab-nebula-serf53,46.022,42.285
clab-nebula-serf161,clab-nebula-serf54,46.808,42.406
clab-nebula-serf161,clab-nebula-serf55,47.081,41.431
clab-nebula-serf161,clab-nebula-serf56,42.442,41.996
clab-nebula-serf161,clab-nebula-serf57,44.915,42.19
clab-nebula-serf161,clab-nebula-serf58,42.888,41.218
clab-nebula-serf161,clab-nebula-serf59,41.348,40.687
clab-nebula-serf161,clab-nebula-serf6,51.056,48.264
clab-nebula-serf161,clab-nebula-serf60,44.792,41.111
clab-nebula-serf161,clab-nebula-serf61,43.643,41.673
clab-nebula-serf161,clab-nebula-serf62,49.735,41.251
clab-nebula-serf161,clab-nebula-serf63,51.562,41.371
clab-nebula-serf161,clab-nebula-serf64,51.519,40.132
clab-nebula-serf161,clab-nebula-serf65,48.168,41.963
clab-nebula-serf161,clab-nebula-serf66,45.876,39.96
clab-nebula-serf161,clab-nebula-serf67,46.698,39.996
clab-nebula-serf161,clab-nebula-serf68,46.323,40.356
clab-nebula-serf161,clab-nebula-serf69,43.827,40.062
clab-nebula-serf161,clab-nebula-serf7,51.112,48.46
clab-nebula-serf161,clab-nebula-serf70,43.867,40.6
clab-nebula-serf161,clab-nebula-serf71,44.914,40.924
clab-nebula-serf161,clab-nebula-serf72,43.48,39.602
clab-nebula-serf161,clab-nebula-serf73,42.629,40.583
clab-nebula-serf161,clab-nebula-serf74,45.142,39.921
clab-nebula-serf161,clab-nebula-serf75,46.597,40.357
clab-nebula-serf161,clab-nebula-serf76,42.952,40.241
clab-nebula-serf161,clab-nebula-serf77,43.345,40.696
clab-nebula-serf161,clab-nebula-serf78,45.333,39.866
clab-nebula-serf161,clab-nebula-serf79,41.857,40.428
clab-nebula-serf161,clab-nebula-serf8,54.262,48.123
clab-nebula-serf161,clab-nebula-serf80,42.959,39.025
clab-nebula-serf161,clab-nebula-serf81,42.102,39.28
clab-nebula-serf161,clab-nebula-serf82,59.339,35.881
clab-nebula-serf161,clab-nebula-serf83,49.601,44.517
clab-nebula-serf161,clab-nebula-serf84,54.325,43.922
clab-nebula-serf161,clab-nebula-serf85,48.491,43.844
clab-nebula-serf161,clab-nebula-serf86,47.984,51.5
clab-nebula-serf161,clab-nebula-serf87,48.308,51.894
clab-nebula-serf161,clab-nebula-serf88,50.449,53.834
clab-nebula-serf161,clab-nebula-serf89,50.87,54.269
clab-nebula-serf161,clab-nebula-serf9,51.19,47.378
clab-nebula-serf161,clab-nebula-serf90,46.171,42.465
clab-nebula-serf161,clab-nebula-serf91,44.024,42.468
clab-nebula-serf161,clab-nebula-serf92,45.554,41.508
clab-nebula-serf161,clab-nebula-serf93,44.693,42.4
clab-nebula-serf161,clab-nebula-serf94,44.081,42.077
clab-nebula-serf161,clab-nebula-serf95,44.711,41.055
clab-nebula-serf161,clab-nebula-serf96,38.676,35.352
clab-nebula-serf161,clab-nebula-serf97,37.274,39.546
clab-nebula-serf161,clab-nebula-serf98,36.408,39.947
clab-nebula-serf161,clab-nebula-serf99,36.828,35.43
clab-nebula-serf32,clab-nebula-serf1,21.224,30.441
clab-nebula-serf32,clab-nebula-serf10,19.293,21.447
clab-nebula-serf32,clab-nebula-serf100,35.664,39.8
clab-nebula-serf32,clab-nebula-serf101,37.06,39.418
clab-nebula-serf32,clab-nebula-serf102,37.572,40.4
clab-nebula-serf32,clab-nebula-serf103,34.811,39.763
clab-nebula-serf32,clab-nebula-serf104,30.503,30.925
clab-nebula-serf32,clab-nebula-serf105,30.722,30.722
clab-nebula-serf32,clab-nebula-serf106,35.211,30.991
clab-nebula-serf32,clab-nebula-serf107,33.064,30.772
clab-nebula-serf32,clab-nebula-serf108,33.092,31.62
clab-nebula-serf32,clab-nebula-serf109,25.18,30.67
clab-nebula-serf32,clab-nebula-serf11,17.775,21.345
clab-nebula-serf32,clab-nebula-serf110,38.214,30.754
clab-nebula-serf32,clab-nebula-serf111,27.475,30.945
clab-nebula-serf32,clab-nebula-serf112,42.942,33.039
clab-nebula-serf32,clab-nebula-serf113,32.434,35.852
clab-nebula-serf32,clab-nebula-serf114,33.069,36.161
clab-nebula-serf32,clab-nebula-serf115,59.049,48.79
clab-nebula-serf32,clab-nebula-serf116,60.083,57.537
clab-nebula-serf32,clab-nebula-serf117,64.496,73.669
clab-nebula-serf32,clab-nebula-serf118,62.482,71.387
clab-nebula-serf32,clab-nebula-serf119,61.614,70.924
clab-nebula-serf32,clab-nebula-serf12,19.988,19.762
clab-nebula-serf32,clab-nebula-serf120,62.431,71.477
clab-nebula-serf32,clab-nebula-serf121,34.338,36.842
clab-nebula-serf32,clab-nebula-serf122,35.639,35.559
clab-nebula-serf32,clab-nebula-serf123,32.93,35.303
clab-nebula-serf32,clab-nebula-serf124,34.988,38.431
clab-nebula-serf32,clab-nebula-serf125,35.44,41.894
clab-nebula-serf32,clab-nebula-serf126,34.117,41.118
clab-nebula-serf32,clab-nebula-serf127,34.083,40.781
clab-nebula-serf32,clab-nebula-serf128,32.407,31.316
clab-nebula-serf32,clab-nebula-serf129,38.976,33.093
clab-nebula-serf32,clab-nebula-serf13,19.076,19.653
clab-nebula-serf32,clab-nebula-serf130,51.514,46.6
clab-nebula-serf32,clab-nebula-serf131,50.008,47.603
clab-nebula-serf32,clab-nebula-serf132,47.997,47.259
clab-nebula-serf32,clab-nebula-serf133,50.596,47.135
clab-nebula-serf32,clab-nebula-serf134,49.398,48.081
clab-nebula-serf32,clab-nebula-serf135,50.767,48.077
clab-nebula-serf32,clab-nebula-serf136,49.997,47.045
clab-nebula-serf32,clab-nebula-serf137,51.15,48.728
clab-nebula-serf32,clab-nebula-serf138,50.852,46.634
clab-nebula-serf32,clab-nebula-serf139,50.222,48.167
clab-nebula-serf32,clab-nebula-serf14,20.061,19.42
clab-nebula-serf32,clab-nebula-serf140,52.246,47.391
clab-nebula-serf32,clab-nebula-serf141,50.666,46.399
clab-nebula-serf32,clab-nebula-serf142,52.635,46.918
clab-nebula-serf32,clab-nebula-serf143,51.248,45.234
clab-nebula-serf32,clab-nebula-serf144,42.155,45.488
clab-nebula-serf32,clab-nebula-serf145,50.848,46.265
clab-nebula-serf32,clab-nebula-serf146,49.541,45.189
clab-nebula-serf32,clab-nebula-serf147,48.235,44.592
clab-nebula-serf32,clab-nebula-serf148,50.994,44.901
clab-nebula-serf32,clab-nebula-serf149,47.795,44.881
clab-nebula-serf32,clab-nebula-serf15,16.99,19.147
clab-nebula-serf32,clab-nebula-serf150,48.071,48.1
clab-nebula-serf32,clab-nebula-serf151,49.196,44.54
clab-nebula-serf32,clab-nebula-serf152,42.868,43.876
clab-nebula-serf32,clab-nebula-serf153,49.313,44.516
clab-nebula-serf32,clab-nebula-serf154,49.268,43.903
clab-nebula-serf32,clab-nebula-serf155,48.589,44.414
clab-nebula-serf32,clab-nebula-serf156,47.042,44.478
clab-nebula-serf32,clab-nebula-serf157,51.087,54.451
clab-nebula-serf32,clab-nebula-serf158,51.611,53.845
clab-nebula-serf32,clab-nebula-serf159,51.262,53.951
clab-nebula-serf32,clab-nebula-serf16,16.145,19.448
clab-nebula-serf32,clab-nebula-serf160,49.874,54.209
clab-nebula-serf32,clab-nebula-serf161,50.011,53.373
clab-nebula-serf32,clab-nebula-serf162,60.249,57.696
clab-nebula-serf32,clab-nebula-serf17,17.128,19.209
clab-nebula-serf32,clab-nebula-serf18,16.814,19.899
clab-nebula-serf32,clab-nebula-serf19,18.295,19.84
clab-nebula-serf32,clab-nebula-serf2,29.491,26.414
clab-nebula-serf32,clab-nebula-serf20,0.948,1.995
clab-nebula-serf32,clab-nebula-serf21,4.631,4.35
clab-nebula-serf32,clab-nebula-serf22,6.501,4.257
clab-nebula-serf32,clab-nebula-serf23,11.16,3.852
clab-nebula-serf32,clab-nebula-serf24,6.502,2.196
clab-nebula-serf32,clab-nebula-serf25,5.062,3.9
clab-nebula-serf32,clab-nebula-serf26,3.944,1.851
clab-nebula-serf32,clab-nebula-serf27,5.587,9.426
clab-nebula-serf32,clab-nebula-serf28,13.146,22.026
clab-nebula-serf32,clab-nebula-serf29,5.471,4.91
clab-nebula-serf32,clab-nebula-serf3,24.885,34.035
clab-nebula-serf32,clab-nebula-serf30,9.207,3.644
clab-nebula-serf32,clab-nebula-serf31,9.28,3.611
clab-nebula-serf32,clab-nebula-serf33,7.371,11.258
clab-nebula-serf32,clab-nebula-serf34,8.777,10.296
clab-nebula-serf32,clab-nebula-serf35,14.31,10.405
clab-nebula-serf32,clab-nebula-serf36,14.219,12.784
clab-nebula-serf32,clab-nebula-serf37,8.443,10.013
clab-nebula-serf32,clab-nebula-serf38,10.939,10.715
clab-nebula-serf32,clab-nebula-serf39,5.525,10.705
clab-nebula-serf32,clab-nebula-serf4,26.311,26.623
clab-nebula-serf32,clab-nebula-serf40,15.868,12.372
clab-nebula-serf32,clab-nebula-serf41,19.525,11.82
clab-nebula-serf32,clab-nebula-serf42,18.124,10.805
clab-nebula-serf32,clab-nebula-serf43,12.237,10.555
clab-nebula-serf32,clab-nebula-serf44,8.687,11.281
clab-nebula-serf32,clab-nebula-serf45,8.335,10.403
clab-nebula-serf32,clab-nebula-serf46,13.839,11.58
clab-nebula-serf32,clab-nebula-serf47,6.918,11.129
clab-nebula-serf32,clab-nebula-serf48,10.601,10.931
clab-nebula-serf32,clab-nebula-serf49,6.186,10.762
clab-nebula-serf32,clab-nebula-serf5,25.361,34.257
clab-nebula-serf32,clab-nebula-serf50,9.032,11.279
clab-nebula-serf32,clab-nebula-serf51,17.778,17.568
clab-nebula-serf32,clab-nebula-serf52,16.117,17.61
clab-nebula-serf32,clab-nebula-serf53,15.453,16.946
clab-nebula-serf32,clab-nebula-serf54,16.27,17.099
clab-nebula-serf32,clab-nebula-serf55,17.999,17.579
clab-nebula-serf32,clab-nebula-serf56,12.776,17.561
clab-nebula-serf32,clab-nebula-serf57,13.589,16.094
clab-nebula-serf32,clab-nebula-serf58,13.164,16.725
clab-nebula-serf32,clab-nebula-serf59,13.066,17.636
clab-nebula-serf32,clab-nebula-serf6,20.047,22.486
clab-nebula-serf32,clab-nebula-serf60,15.189,16.738
clab-nebula-serf32,clab-nebula-serf61,13.47,16.731
clab-nebula-serf32,clab-nebula-serf62,19.971,16.718
clab-nebula-serf32,clab-nebula-serf63,21.744,16.783
clab-nebula-serf32,clab-nebula-serf64,24.359,18.201
clab-nebula-serf32,clab-nebula-serf65,20.604,19.63
clab-nebula-serf32,clab-nebula-serf66,23.492,22.806
clab-nebula-serf32,clab-nebula-serf67,23.668,22.196
clab-nebula-serf32,clab-nebula-serf68,22.997,22.26
clab-nebula-serf32,clab-nebula-serf69,20.772,22.237
clab-nebula-serf32,clab-nebula-serf7,20.123,22.701
clab-nebula-serf32,clab-nebula-serf70,19.739,21.703
clab-nebula-serf32,clab-nebula-serf71,20.217,21.458
clab-nebula-serf32,clab-nebula-serf72,20.853,22.206
clab-nebula-serf32,clab-nebula-serf73,18.592,21.777
clab-nebula-serf32,clab-nebula-serf74,22.56,22.569
clab-nebula-serf32,clab-nebula-serf75,23.098,22.088
clab-nebula-serf32,clab-nebula-serf76,19.482,22.001
clab-nebula-serf32,clab-nebula-serf77,19.639,22.22
clab-nebula-serf32,clab-nebula-serf78,22.153,21.916
clab-nebula-serf32,clab-nebula-serf79,18.2,22.001
clab-nebula-serf32,clab-nebula-serf8,22.968,22.06
clab-nebula-serf32,clab-nebula-serf80,20.954,22.25
clab-nebula-serf32,clab-nebula-serf81,19.621,22.029
clab-nebula-serf32,clab-nebula-serf82,39.662,21.435
